"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","V14"
2005,611,225,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,0.890059141168037
2006,611,225,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,0.864316934037891
2007,611,225,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.796873810122532
2008,611,225,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.825428427987316
2009,611,225,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,1.01528371962071
2010,611,225,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,1.19383876544599
1949,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0.082737452775183
1950,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.12895156434664
1951,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.136372334891034
1952,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0.117328153813487
1953,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.161217535253439
1954,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.18437683414063
1955,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.197932715490888
1956,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.18701963550858
1957,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.169206286348441
1958,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.144902949581503
1959,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0985100625393509
1960,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.0392120912164096
1961,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.057027959337972
1962,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0484234702126737
1963,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.0346975949355872
1964,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0845306122925222
1965,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.121739239844449
1966,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.141692997944339
1967,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.14670635311209
1968,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.144767081817111
1969,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.129734485857608
1970,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.107966690069991
1971,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.078014478717729
1972,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0314520834715175
1973,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0364474111764079
1974,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.121479762875569
1975,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.134722874371854
1976,NA,230,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.0732834256686266
1977,NA,230,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.245905713340343
1978,NA,230,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.382570660123237
1979,NA,230,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.363058282598739
1980,NA,230,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,0.146217396023105
1981,593,230,2,2,1,1,2,1,NA,NA,0,0,0,0,NA,2,2,1,1,2,1,NA,NA,0,0,0,0,NA,0.242861861355449
1982,593,230,2,2,2,0,2,2,NA,NA,0,0,0,0,NA,2,2,2,0,2,2,NA,NA,0,0,0,0,NA,0.158560544447917
1983,593,230,2,2,2,0,2,2,NA,NA,0,0,0,NA,NA,2,2,2,0,2,2,NA,NA,0,0,0,NA,NA,0.136845009864845
1984,593,230,2,2,1,0,2,1,NA,NA,0,0,0,NA,NA,2,2,1,0,2,1,NA,NA,0,0,0,NA,NA,0.218398369778645
1985,593,230,2,2,2,0,2,2,3,NA,0,0,0,NA,NA,2,2,2,0,2,2,3,NA,0,0,0,NA,NA,0.145763352356059
1986,593,230,2,2,2,1,2,2,3,NA,0,0,0,NA,NA,2,2,2,1,2,2,3,NA,0,0,0,NA,NA,0.230832889451552
1987,593,230,2,1,1,1,2,1,3,NA,0,0,0,NA,NA,2,1,1,1,2,1,3,NA,0,0,0,NA,NA,0.433080628398135
1988,593,230,2,2,2,2,2,1,2,NA,0,NA,0,NA,NA,2,2,2,2,2,1,2,NA,0,NA,0,NA,NA,0.739273315589961
1989,593,230,2,2,2,1,2,1,1,NA,0,NA,NA,NA,0,2,2,2,1,2,1,1,NA,0,NA,NA,NA,0,0.834563344769246
1990,593,230,1,2,2,1,2,1,1,NA,0,NA,NA,NA,0,1,2,2,1,2,1,1,NA,0,NA,NA,NA,0,0.819135066691556
1991,593,230,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,0.912430722981937
1992,593,230,2,2,2,0,2,1,2,NA,0,NA,NA,NA,0,2,2,2,0,2,1,2,NA,0,NA,NA,NA,0,0.62306338403622
1993,593,230,2,2,2,1,1,2,2,NA,0,NA,NA,NA,0,2,2,2,1,1,2,2,NA,0,NA,NA,NA,0,0.405402427258027
1994,593,230,2,2,2,0,2,2,3,NA,0,NA,NA,NA,0,2,2,2,0,2,2,3,NA,0,NA,NA,NA,0,0.101434114427996
1995,593,230,2,2,1,1,2,2,4,1,0,NA,NA,NA,0,2,2,1,1,2,2,4,1,0,NA,NA,NA,0,-0.0786913007912119
1996,593,230,1,2,2,0,NA,2,3,6,0,NA,NA,NA,0,1,2,2,0,NA,2,3,6,0,NA,NA,NA,0,-0.235021224525027
1997,593,230,2,2,1,1,2,2,3,6,0,NA,NA,NA,0,2,2,1,1,2,2,3,6,0,NA,NA,NA,0,-0.0917634941688972
1998,593,230,2,2,2,2,2,2,3,6,0,NA,NA,NA,0,2,2,2,2,2,2,3,6,0,NA,NA,NA,0,0.129669776614769
1999,593,230,2,2,2,1,1,2,3,3,0,NA,NA,NA,0,2,2,2,1,1,2,3,3,0,NA,NA,NA,0,0.293797123059258
2000,593,230,2,2,1,1,2,1,NA,4,0,NA,NA,NA,0,2,2,1,1,2,1,NA,4,0,NA,NA,NA,0,0.280973559187034
2001,593,230,2,2,2,1,2,2,NA,5,0,NA,NA,NA,0,2,2,2,1,2,2,NA,5,0,NA,NA,NA,0,0.0577051815073753
2002,593,230,2,2,2,1,3,3,NA,5,0,NA,NA,NA,0,2,2,2,1,3,3,NA,5,0,NA,NA,NA,0,-0.253379306737983
2003,593,230,2,1,2,0,3,2,NA,1,0,NA,NA,NA,0,2,1,2,0,3,2,NA,1,0,NA,NA,NA,0,-0.255441881926928
2004,593,230,2,2,2,1,3,2,NA,6,0,NA,NA,NA,0,2,2,2,1,3,2,NA,6,0,NA,NA,NA,0,-0.129936216318406
2005,593,230,2,1,2,1,2,2,NA,6,0,NA,NA,NA,0,2,1,2,1,2,2,NA,6,0,NA,NA,NA,0,-0.0265761014026928
2006,593,230,2,2,1,0,2,2,NA,NA,0,NA,NA,NA,0,2,2,1,0,2,2,NA,NA,0,NA,NA,NA,0,0.0230111754214842
2007,593,230,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,-0.0203782118056045
2008,593,230,2,2,2,0,3,2,NA,NA,0,NA,NA,NA,0,2,2,2,0,3,2,NA,NA,0,NA,NA,NA,0,0.091286204170989
2009,593,230,2,2,2,0,3,1,NA,NA,0,NA,NA,NA,0,2,2,2,0,3,1,NA,NA,0,NA,NA,NA,0,0.372996806054189
2010,593,230,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,0.619588743960194
1993,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.66239489503386
1994,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.81544684569219
1995,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1.96974162794614
1996,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.1283581786246
1997,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.28549108954769
1998,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.44468765865664
1999,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.59765559175703
2000,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.75810625717333
2001,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2.9127628254949
2002,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,3.04638861253205
2003,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.19415650952641
2004,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.29719688070368
2005,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.39341017746062
2006,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.46960792344119
2007,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.53179665403163
2008,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.57378304168668
2009,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.60410544219407
2010,110,232,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.6125855736046
1949,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.11599397490291
1950,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.26347473120649
1951,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.4060943573042
1952,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.53305959784741
1953,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.62884824461947
1954,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.69108185670108
1955,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.72797658947064
1956,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.75594733609596
1957,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.77292879150472
1958,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.75372107069844
1959,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.73387215962993
1960,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.71716575168978
1961,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.71102055515589
1962,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.68148278559601
1963,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.67676852374495
1964,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.64125403750004
1965,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.61524940033612
1966,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.6058971743029
1967,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.60633915125473
1968,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.58738263938278
1969,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.56901244943717
1970,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.54211864003251
1971,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.49898618665627
1972,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.41059490486885
1973,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.24043697923649
1974,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-0.892343011018815
1975,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.256984635664754
1976,NA,235,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,0.359662270649756
1977,NA,235,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.679152845227004
1978,NA,235,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,0.97574399515918
1979,NA,235,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,1.24364354859687
1980,NA,235,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,1.40454011661658
1981,521,235,2,2,2,2,1,1,NA,NA,0,0,0,0,NA,2,2,2,2,1,1,NA,NA,0,0,0,0,NA,1.6849435303507
1982,521,235,2,2,2,2,1,1,NA,NA,0,0,0,0,NA,2,2,2,2,1,1,NA,NA,0,0,0,0,NA,1.83872882429317
1983,521,235,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.89093235071068
1984,521,235,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.90995764823745
1985,521,235,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,1.87163397644107
1986,521,235,2,2,2,2,NA,1,2,NA,0,0,0,NA,NA,2,2,2,2,NA,1,2,NA,0,0,0,NA,NA,1.7646174211195
1987,521,235,2,2,2,2,NA,1,2,NA,0,0,0,NA,NA,2,2,2,2,NA,1,2,NA,0,0,0,NA,NA,1.73230731448577
1988,521,235,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,1.72778942757359
1989,521,235,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,1.60530849292926
1990,521,235,2,2,2,2,1,1,3,NA,0,NA,NA,NA,0,2,2,2,2,1,1,3,NA,0,NA,NA,NA,0,1.46099023273694
1991,521,235,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,1.28232975416126
1992,521,235,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,1.18203518963139
1993,521,235,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.12377032549955
1994,521,235,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,1.15296010270738
1995,521,235,2,2,2,0,1,1,2,4,0,NA,NA,NA,0,2,2,2,0,1,1,2,4,0,NA,NA,NA,0,1.11262468153604
1996,521,235,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,1.1509082766723
1997,521,235,2,2,2,1,1,1,1,1,0,NA,NA,NA,0,2,2,2,1,1,1,1,1,0,NA,NA,NA,0,1.26942268377466
1998,521,235,2,2,2,1,1,1,2,5,0,NA,NA,NA,0,2,2,2,1,1,1,2,5,0,NA,NA,NA,0,1.19941272259675
1999,521,235,2,2,2,1,1,1,3,6,0,NA,NA,NA,0,2,2,2,1,1,1,3,6,0,NA,NA,NA,0,1.0929072217985
2000,521,235,2,2,2,0,1,1,NA,6,0,NA,NA,NA,0,2,2,2,0,1,1,NA,6,0,NA,NA,NA,0,1.01776624741893
2001,521,235,2,2,2,1,1,1,NA,6,0,NA,NA,NA,0,2,2,2,1,1,1,NA,6,0,NA,NA,NA,0,0.957730560889627
2002,521,235,2,2,2,1,2,2,NA,6,0,NA,NA,NA,0,2,2,2,1,2,2,NA,6,0,NA,NA,NA,0,0.685978457213996
2003,521,235,2,2,2,1,2,2,NA,6,0,NA,NA,NA,0,2,2,2,1,2,2,NA,6,0,NA,NA,NA,0,0.561661745007616
2004,521,235,2,2,2,1,2,2,NA,5,0,NA,NA,NA,0,2,2,2,1,2,2,NA,5,0,NA,NA,NA,0,0.526524248209306
2005,521,235,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,0.532366934395097
2006,521,235,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.541312592905543
2007,521,235,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.558515963160209
2008,521,235,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.530823207420727
2009,521,235,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.492929344444524
2010,521,235,2,1,2,1,1,2,NA,NA,0,NA,NA,NA,0,2,1,2,1,1,2,NA,NA,0,NA,NA,NA,0,0.497200749473029
1990,299,255,2,2,1,2,1,1,1,NA,0,NA,NA,NA,0,2,2,1,2,1,1,1,NA,0,NA,NA,NA,0,1.34623182232688
1991,299,255,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,1.34356434592373
1992,299,255,2,2,2,2,1,2,1,NA,0,NA,NA,NA,0,2,2,2,2,1,2,1,NA,0,NA,NA,NA,0,1.12632608973638
1993,299,255,2,1,2,2,1,1,2,NA,0,NA,NA,NA,0,2,1,2,2,1,1,2,NA,0,NA,NA,NA,0,1.02553081256379
1994,299,255,2,2,2,2,3,1,2,NA,0,NA,NA,NA,0,2,2,2,2,3,1,2,NA,0,NA,NA,NA,0,0.906256691072344
1995,299,255,2,2,2,2,2,2,2,6,0,NA,NA,NA,0,2,2,2,2,2,2,2,6,0,NA,NA,NA,0,0.795128670263391
1996,299,255,2,2,2,2,1,NA,2,6,0,NA,NA,NA,0,2,2,2,2,1,NA,2,6,0,NA,NA,NA,0,0.994007610925361
1997,299,255,2,2,2,2,NA,1,2,6,0,NA,NA,NA,0,2,2,2,2,NA,1,2,6,0,NA,NA,NA,0,1.11516437401393
1998,299,255,2,2,2,2,1,1,2,4,0,NA,NA,NA,0,2,2,2,2,1,1,2,4,0,NA,NA,NA,0,1.14684372763722
1999,299,255,2,2,1,1,1,2,2,3,0,NA,NA,NA,0,2,2,1,1,1,2,2,3,0,NA,NA,NA,0,0.947716496463168
2000,299,255,2,2,2,2,1,1,NA,4,0,NA,NA,NA,0,2,2,2,2,1,1,NA,4,0,NA,NA,NA,0,1.03611698904776
2001,299,255,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,0.829758915307088
2002,299,255,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,0.931985547379613
2003,299,255,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,0.83949816457258
2004,299,255,2,2,2,1,2,2,NA,6,0,NA,NA,NA,0,2,2,2,1,2,2,NA,6,0,NA,NA,NA,0,0.955462547553864
2005,299,255,2,2,2,2,2,1,NA,1,0,NA,NA,NA,0,2,2,2,2,2,1,NA,1,0,NA,NA,NA,0,1.36693816724956
2006,299,255,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,1.72747359835173
2007,299,255,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,1.91038808755913
2008,299,255,2,1,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,1,2,2,1,1,NA,NA,0,NA,NA,NA,0,1.93153605466335
2009,299,255,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.0071203097643
2010,299,255,2,2,1,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,1,2,1,1,NA,NA,0,NA,NA,NA,0,1.98316982868592
1955,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.761870513502943
1956,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.818501004017142
