YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing	x.means
1979		490					3	3			1	1	1	0		-1.96024845405403
1980		490					4	3			0	1	1	0		-1.8796438359972
1981	218	490	0		0	1	4	3			0	1	1	0		-1.82392039314941
1982	218	490	1	2	0	1	4	3			0	1	1	0		-1.71707234640928
1983	218	490	1	1	0	0	4	3			0	1	1			-1.6401230128619
1984	218	490	2	0	0	0	3	3			0	1	0			-1.43668635300254
1985	218	490	1	0	0	0	3	4	5		0	1	0			-1.45587863807883
1986	218	490	1	1	0	0	3	4	5		0	0	0			-1.23980252199517
1987	218	490	1	2	0	0	3	3	4		0	0	0			-1.02153776368506
1988	218	490	1	1	0	0	3	3	4		0		0			-1.05419197677164
1989	218	490	1	1	0	1	3	3	3		0				1	-1.05095934661231
1990	218	490	0	0	0	0	3	3	2		0				1	-1.1403156569556
1991	218	490	0	0	1	0	4	3	3		0				1	-1.28495354439916
1992		490					4	4	4		0				1	-1.47407206733708
1993		490					5	5	5		0				1	-1.69845575618493
1994		490					4	5	5		0				0	-1.61463427843847
1995		490					4	4	4		0				1	-1.58083417705562
1996		490					4	5	4		0				1	-1.73638114263388
1997		490					5	5	4		0				1	-1.88550825493252
1998		490					5	5	4		0				1	-1.9289375446928
1999		490					5	5	4		0				1	-1.95320162398467
2000		490					5	5			0				1	-1.96379100764729
2001	218	490	0	0	0	0	4	5		5	0				0	-1.86715645718035
2002	218	490	2	0	0	0	5	5		5	0				1	-1.91390161470321
2003	218	490	0	0	1	0	5	5		6	0				0	-1.92821078851386
2004	218	490	0	0	1	0	5	5		6	0				1	-1.91619716431237
2005	218	490	2	0	0	0	5	4		6	0				0	-1.72299309554459
2006	218	490	1	0	0	0	5	4			0				1	-1.76389300831251
2007	218	490	1	0	0	0	5	5			0				1	-1.88572166111876
2008	218	490	1	0	0	0	5	5			0				1	-1.90370138667789
2009	218	490	1	0	0	0	5	5			0				1	-1.89911821747057
2010	218	490	1	0	0	0	5	5			0				0	-1.86076079910771
1962		500									0	0	0	0		-0.283186982478212
1963		500									0	0	0	0		-0.335534524960533
1964		500									0	0	0	0		-0.425896571857701
1965		500									0	0	0	0		-0.55925794655433
1966		500									0	1	0	0		-0.751125499644364
1967		500									0	0	0	0		-0.716022242892384
1968		500									0	0	0	0		-0.77395460381579
1969		500									0	0	0	0		-0.928496596128037
1970		500									0	0	0	0		-1.2279586849811
1971		500									1	0	1	0		-1.77715432697803
1972		500									1	0	1	1		-2.10974563070489
1973		500									1	1	1	1		-2.42870783723618
1974		500									1	1	1	0		-2.59457385982293
1975		500									1	1	1	1		-2.72808890796657
1976		500					5				1	1	1	1		-2.78516245624018
1977		500					5				1	1	1	1		-2.7350505069452
1978		500					5				1	1	1	0		-2.57923218542663
1979		500					4	2			1	1	1	0		-2.33596705490814
1980		500					4	4			1	1	1	0		-2.37759049996084
1981	650	500	0	0	0	0	5	4			1	1	1	0		-2.49786716082001
1982	650	500	0	0	0	0	4	5			1	1	1	0		-2.56863057736596
1983	650	500	0	0	0	0	5	5			1	1	1			-2.5777655360057
1984	650	500	0	0	0	0	4	4			1	1	1			-2.360682043202
1985		500					5	5	4		1	1	1			-2.24537193921787
1986	650	500	1	0	1	0	4	4	3		1	0	1			-1.81162284099755
1987	650	500	1	0	0	1	4	4	3		0	0	0			-1.45401041239921
1988	650	500	2	0	0	0	4	4	3		0		0			-1.42641626912099
1989	650	500	2	0	0	0	4	4	4		0				0	-1.40344838442797
1990	650	500	2	1	0	0	4	4	4		0				1	-1.2534748458819
1991	650	500	2	2	0	0	4	4	4		0				1	-1.03834232010225
1992	650	500	2	1	2	0	3	3	3		0				0	-0.629070061512733
1993	650	500	2	1	1	0	3	3	3		0				0	-0.496236674174222
1994	650	500	2	1	0	0	3	3	3		0				0	-0.489706168164601
1995	650	500	2	1	1	0	3	4	3	4	0				0	-0.596555277356567
1996	650	500	1	1	0	0	4	3	3	5	0				0	-0.689186473429537
1997	650	500	1	1	1	0	4	3	3	5	0				0	-0.62533960409683
1998	650	500	2	2	1	0	4	3	3	6	0				0	-0.521731937695901
1999	650	500	2	1	0	0	4	3		4	0				0	-0.582390456061248
2000	650	500	2	0	0	0	4	3			0				0	-0.658999882316693
2001	650	500	2	1	0	0	4	3		3	0				0	-0.684895186407068
2002	650	500	2	1	0	0	4	4		5	0				0	-0.868107138041552
2003	650	500	1	1	0	0	4	4		5	0				0	-0.980686367212069
2004	650	500	1	1	0	0	4	4		2	0				0	-1.05336659786541
2005	650	500	1	1	0	0	4	5		5	0				0	-1.16561125258465
2006	650	500	1	0	0	0	4	4			0				0	-1.0929433255715
2007	650	500	2	1	0	0	4	4			0				0	-0.893423578405046
2008	650	500	2	1	0	0	3	4			0				0	-0.730485950526935
2009	650	500	1	1	0	0	3	4			0				0	-0.737092812827547
2010	650	500	2	0	0	0	3	4			0				0	-0.749790804225017
1963		501									0	0	0	0		0.36515124915489
1964		501									0	0	0	0		0.380683905223925
1965		501									0	0	0	0		0.391893125670339
1966		501									0	0	0	0		0.393046081598095
1967		501									0	0	0	0		0.388180294343539
1968		501									0	0	0	0		0.370702027100293
1969		501									0	0	0	0		0.355276750468196
1970		501									0	0	0	0		0.327919055085129
1971		501									0	0	0	0		0.293887007546976
1972		501									0	0	0	0		0.248990392176814
1973		501									0	0	0	0		0.202668119073864
1974		501									0	0	0	0		0.14168023837932
1975		501									0	0	0	0		0.0752275398520002
1976		501					2	2			0	0	0	0		7.16149048952637e-05
1977		501					2	2			0	0	0	0		-0.0411972249914429
1978		501					3	2			0	0	0	0		-0.110445178766215
1979		501					2	2			0	0	0	0		-0.0490818020604671
1980		501						2			0	0	0	0		-0.068938101843947
1981	368	501	2	2	1	1	2	2			0	0	0	0		-0.0979640151062944
1982	368	501	2	2	1	1	3	2			0	1	0	0		-0.287864518523902
1983	368	501	2	2	1	1	3	2			0	0	0			-0.249144008702631
1984	368	501	2	2	1	1	4	3			0	0	0			-0.318694237538019
1985	368	501	2	2	1	0	2	2	3		0	0	0			-0.19914193208805
1986	368	501	2	2	1	1	3	2	3		0	0	0			-0.229520724701776
1987	368	501	2	2	0	1	3	3	3		0	0	0			-0.345854519367124
1988	368	501	1	1	1	0	3	2	3		0		0			-0.40615540224631
1989	368	501	2	1	1	0	2	2	3		0				0	-0.328054551615104
1990	368	501	2	1	1	1	3	3	3		0				0	-0.415415602578432
1991	368	501	2	1	0	0	3	3	3		0				0	-0.599813873403698
1992	368	501	2	0	0	0	4	4	3		0				0	-0.806098545681499
1993	368	501	2	1	1	1	3	4	3		0				0	-0.664725700543318
1994	368	501	1	2	1	0	4	4	3		0				0	-0.702437971688096
1995	368	501	1	2	1	0	4	3	3	6	0				0	-0.692134337896524
1996	368	501	2	1	1	0	3	4	4	6	0				0	-0.77160399695007
1997	368	501	2	1	1	0	4	4	4	6	0				0	-0.81993629102679
1998	368	501	2	0	0	0	3	3	4	6	0				0	-0.734340993313556
1999	368	501	1	0	0	0	3	3	4	6	0				0	-0.721140417911945
2000	368	501	2	0	0	0	3	3		6	0				0	-0.624228343047012
2001	368	501	2	1	0	0	3	3		5	0				0	-0.602950706095505
2002	368	501	2	0	0	0	4	4		6	0				0	-0.823186770819104
2003	368	501	2	0	1	0	3	4		6	0				0	-0.733380163609742
2004	368	501	2	0	2	0	3	3		6	0				0	-0.617398261440931
2005	368	501	2	0	1	0	3	4		6	0				0	-0.71866370605229
2006	368	501	2	0	1	0	3	4			0				0	-0.789887312523724
2007	368	501	2	0	1	0	4	4			0				1	-0.956969732561243
2008	368	501	1	0	1	0	4	4			0				1	-0.980442600177997
2009	368	501	1	0	1	0	3	4			0				0	-0.804289912349419
2010	368	501	2	1	1	0	3	4			0				0	-0.627041083429602
1961		510									0	0	0	0		0.0808450559717535
1962		510									0	0	0	0		0.0696338470855436
1963		510									0	0	0	0		0.041847405595944
1964		510									0	0	0	1		5.70625746215114e-05
1965		510									0	0	0	0		0.0180382616514167
1966		510									0	0	0	0		0.0168716302547039
1967		510									0	0	0	0		0.000981110634722154
1968		510									0	0	0	0		-0.0359236158846343
1969		510									0	0	0	1		-0.0855993109947918
1970		510									0	0	0	0		-0.0882136550139782
1971		510									0	0	0	0		-0.101813451451897
1972		510									0	0	0	0		-0.139098380655778
1973		510									0	0	0	0		-0.194121280764403
1974		510									0	0	0	0		-0.271806839543198
1975		510									0	0	0	0		-0.380142469572082
1976		510					4				0	0	0	0		-0.520924237402741
1977		510					3	3			0	0	0	0		-0.538662535353483
1978		510					3	2			0	0	0	0		-0.3517339322908
1979		510					2	2			0	0	0	0		-0.141083511139248
1980		510					2	2			0	0	0	0		-0.0542097676955727
1981	623	510	1	2	0	2	2	2			0	0	0	0		-0.0792183869874167
1982	623	510	1	2	1	1	2	2			0	0	0	0		-0.120185368792901
1983	623	510	2	2	2	0		3			0	0	0			-0.196323755504236
1984	623	510	2	2	1	1	2	3			0	0	0			-0.103976241224812
1985	623	510	2	2	1	1	2	2	3		0	0	0			0.0146033087944035
1986	623	510	2	2	1	1	2	2	4		0	0	0			0.00363073621189246
1987	623	510	2	2	1	1	2	3	3		0	0	0			-0.0579440020420887
1988	623	510	1	1	1	1	2	2	3		0		0			-0.118578859848604
1989	623	510	2	1	1	1	2	2	4		0				0	-0.146603315745215
1990	623	510	2	1	0	0	2	3	4		0				0	-0.221185566979895
1991	623	510	2	1	0	0	2	2	4		0				0	-0.0516549768737707
1992	623	510	2	2	1	2	1	2	4		0				0	0.223858436957397
1993	623	510	1	1	0	2	2	2	4		0				0	0.147573925370484
1994	623	510	2	2	1	1	2	2	4		0				0	0.177136962493346
1995	623	510	2	1	1	1	3	2	4	4	0				0	-0.0137257089045719
1996	623	510	2	1	1	1	3	3	4	3	0				0	-0.174491282923049
1997	623	510	2	1	1	0		3	3	3	0				0	-0.162906391304841
1998	623	510	2	2	1	0	3	3	3	1	0				0	-0.0902690383245525
1999	623	510	2	1	1	0	2	3	3	4	0				0	-0.0804079221230889
2000	623	510	2	0	0	1	3	3		5	0				0	-0.177762528116946
2001	623	510	2	1	0	0	3	3		6	0				1	-0.187250174886681
2002	623	510	2	2	2	1	2	3		6	0				0	0.109648295934078
2003	623	510	2	1	2	0	3	3		1	0				0	0.112498315974735
2004	623	510	2	1	0	0	2	3		1	0				0	0.123017349035515
2005	623	510	2	1	0	0	3	3		5	0				0	0.113713115614563
2006	623	510	2	1	1	1	2	3			0				0	0.355140703264223
2007	623	510	2	1	2	0	2	3			0				0	0.437088125273809
2008	623	510	2	1	1	0	2	3			0				0	0.460618617630376
2009	623	510	2	1	1	1	2	2			0				0	0.614640771063926
2010	623	510	2	1	1	1	2	3			0				0	0.56186042303377
1963		511									0	0	0			-0.794952675601372
1964		511									0	1	0			-0.965205355935004
1962		516									0	0	0	1		-0.9251333858168
1963		516									0	0	0	1		-1.0708703782285
1964		516									0	0	0	0		-1.34057006963543
1965		516									1	1	1	1		-1.91893492015144
1966		516									1	0	1	0		-1.99020108362498
1967		516									1	0	1	0		-2.02045272005079
1968		516									1	0	1	0		-2.04290707602421
1969		516									1	0	1	1		-2.0672207089415
1970		516									1	0	1	0		-2.04996327368688
1971		516									1	0	1	0		-2.0433407305633
1972		516									1	1	1	0		-2.04135764076473
1973		516									1	0	1	0		-1.71681877050012
1974		516									0	0	0	0		-1.11929635894459
1975		516									0	0	0	0		-0.728747309750846
1976		516					2				0	0	0	0		-0.428030359963021
1977		516						2			0	0	0	0		-0.301170938772766
1978		516						2			0	0	0	0		-0.181510421845811
1979		516					2	2			0	0	0	0		-0.024155499664048
1980		516					2	2			0	0	0	0		0.0602930863429617
1981	185	516	2	1	1	2		2			0	0	0	0		0.0812249987618576
1982	185	516	2	2	2	2		2			0	0	0	0		0.18816218845232
1983	185	516	2	2	1	1	2	2			0	0	0			0.109537671255397
1984	185	516	2	1	0	1	2	2			0	0	0			-0.0178314615033055
1985	185	516	2	2	1	1	3	2	2		0	0	0			-0.0881817115763994
1986	185	516	2	2	0	1	3	3	2		0	0	0			-0.241517992871649
1987	185	516	2	2	1	1	2	2	2		0	0	0			-0.221028373388705
1988	185	516	1	0	1	1	4	4	3		1		0			-0.740597738124117
1989	185	516	1	2	1	1	2	2	3		0				0	-0.404856769827047
1990	185	516	2	1	0	1	2	2	2		0				0	-0.440771919733737
1991	185	516	0	0	0	0	5	4	2		0				0	-1.04170863065641
1992	185	516	2	2	0	1	4	4	4		0				0	-1.17119395179618
1993		516					5	5	3		1				0	-1.59786312288704
1994		516					5	5	3		0				0	-1.68018775639778
1995		516					5	5	3		0				1	-1.81257637105701
1996	185	516	0	0	0	1	5	5	2	6	0				1	-1.87568051044782
1997	185	516	0	0	0	0	5	5	3	6	0				1	-1.94543213596496
1998	185	516	0	0	0	0	5	5	3	6	0				1	-1.92991283616834
1999	185	516	0	0	0	1	5	5	3	6	0				1	-1.85483533606048
2000	185	516	1	0	0	0	4	5		4	0				1	-1.78944099598186
2001	185	516	1	0	0	0	5	5		4	0				0	-1.83296938508422
2002	185	516	0	0	0	0	5	5		5	0				1	-1.93581286818134
2003	185	516	0	0	0	0	4	4		6	0				1	-1.80232003493446
2004	185	516	0	0	0	0	4	5		6	0				1	-1.75873515935893
2005	185	516	2	1	0	0	4	5		3	0				1	-1.48949427728949
2006	185	516	1	0	0	0	4	4			0				0	-1.24759152814881
2007	185	516	2	1	0	0	4	4			0				0	-1.01856389999864
2008	185	516	1	0	0	0	4	4			0				0	-0.917746096543827
2009	185	516	2	1	0	0	3	3			0				0	-0.610288193853453
2010	185	516	1	1	0	0	3	4			0				0	-0.664993453849668
1962		517									0	1	0	0		-1.74870109715894
1963		517									1	1	1	1		-2.08184593744806
1964		517									1	1	1	0		-2.05275841241798
1965		517									0	1	0	0		-1.7155843378023
1966		517									0	1	0	0		-1.55462677048969
1967		517									0	1	0	0		-1.47347283589571
1968		517									0	1	0	0		-1.42855620518388
1969		517									0	1	0	0		-1.39170993529004
1970		517									0	1	0	0		-1.34772012966757
1971		517									0	1	0	0		-1.29233043614148
1972		517									0	1	0	0		-1.19413277848294
1973		517									0	1	0	0		-1.00506904059963
1974		517									0	0	0	0		-0.653934678756968
1975		517									0	0	0	0		-0.380964564618553
1976		517					2				0	0	0	0		-0.142856803001769
1977		517						2			0	0	0	0		0.00455838146135369
1978		517						1			0	0	0	0		0.241072032887201
1979		517						2			0	0	0	0		0.323970619750804
1980		517									0	0	0	0		0.50331157557826
1981	533	517	2	2	2	2	2	1			0	0	0	0		0.681316053582724
1982	533	517	2	2	2	1	3	1			0	0	0	0		0.660625073183805
1983	533	517	2	2	2	1	2	1			0	0	0			0.710221131267751
1984	533	517	2	2	2	2	2				0	0	0			0.665347048404762
1985	533	517	2	2	1	1		2	3		0	0	0			0.450451212697276
1986	533	517	2	2	0	1	3	2	1		0	0	0			0.423299188018765
1987	533	517	2	2	0	2	2	1	1		0	0	0			0.646918980073003
1988	533	517	2	2	1	2	2	1	1		0		0			0.541253160271346
1989	533	517	2	2	1	1	2	2	1		0				0	0.0186502505078742
1990	533	517	2	1	0	0	5	4	2		0				1	-0.845284922836955
1991	533	517	1	0	0	0	5	4	4		0				1	-1.33729442045308
1992	533	517	1	0	0	1	4		3		0				1	-1.41791086951741
1993	533	517	1	0	0	0	4	4	4		0				1	-1.60560836032295
1994	533	517	0	0	0	0	5	5	5		1				1	-1.9991456577672
1995	533	517	0	0	0	0	5	5	2	5	0				1	-1.9316713572369
1996	533	517	1	0	0	0	5	5	2	5	0				1	-1.8510566519788
1997	533	517	0	0	0	0	5	5	3	6	0				1	-1.82457074691414
1998	533	517	0	0	2	0	5	5	3	6	0				0	-1.59714795063682
1999	533	517	1	0	2	0	5	4	3	6	0				0	-1.33126527858564
2000	533	517	1	0	1	0	4	4		6	0				0	-1.18877375050228
2001	533	517	1	1	1	0	5	4		6	0				0	-1.09910966888231
2002	533	517	1	1	1	0	4	4		4	0				0	-0.935524702765981
2003	533	517	1	1	0	0	3	4		5	0				0	-0.746045262856376
2004	533	517	1	1	0	0	3	4		1	0				0	-0.513406837798013
2005	533	517	2	1	1	0	2	3		5	0				0	-0.0880090491508508
2006	533	517	2	1	1	0	2	3			0				0	0.154259831280232
2007	533	517	2	1	1	1	3	3			0				0	0.261677314958824
2008	533	517	2	1	0	1	2	2			0				0	0.373280406151228
2009	533	517	2	0	0	1	2	3			0				1	0.194528090610446
2010	533	517	1	1	0	1	3	2			0				0	0.214953373296025
1960		520									0	0	0	0		0.328023053602657
1961		520									0	0	0	0		0.343638389481613
1962		520									0	0	0	0		0.346318756265706
1963		520									0	0	0	0		0.338703006640472
1964		520									0	0	0	0		0.325446238612688
1965		520									0	0	0	0		0.30817636076757
1966		520									0	0	0	0		0.280131773541498
1967		520									0	0	0	0		0.245831926911348
1968		520									0	0	0	0		0.19937054929367
1969		520									0	0	0	0		0.146878564195689
1970		520									0	0	0	1		0.0763383200055832
1971		520									0	0	0	0		0.0687352584236069
1972		520									0	0	0	0		0.0455109687797849
1973		520									0	0	0	0		0.0117910770741767
1974		520									0	0	0	0		-0.0405440500402445
1975		520									0	0	0	0		-0.101469393694569
1976		520					2				0	0	0	0		-0.176772130511834
1977		520					3	2			0	0	0	0		-0.355821954218219
1978		520					3	2			0	0	0	1		-0.518232728835546
1979		520					3	3			0	0	0	0		-0.651693650509838
1980		520					3	3			0	0	0	0		-0.652521366931894
1981	584	520	2	1	0	1	3	2			0	0	0	0		-0.595080793241142
1982	584	520	2	1	0	0	3	2			0	0	0	0		-0.633564747969723
1983	584	520	2	2	0	0	3	3			0	0	0			-0.677164595685884
1984	584	520	2	1	1	1	3	3			0	0	0			-0.691143843911025
1985	584	520	2	1	0	0	3	3	3		0	0	0			-0.837719068795478
1986	584	520	2	1	0	0	4	3	3		0	0	0			-1.00684127920001
1987	584	520	2	1	0	0	4	3	4		0	0	0			-1.2364061033576
1988	584	520	0	0	0	0	5	4	4		1		0			-1.82381205283579
1989	584	520	0	0	0	0	5	5	3		1				1	-2.13979983552965
1990	584	520	2	0	0	1	5	5	3		1				0	-2.05094890758944
1991		520					5	5	3		1				1	-2.07823933702137
1992		520					5	5	4		0				0	-1.83189800809761
1993		520					4	5	3		0				0	-1.60045703859701
1994		520					5	5	3		0				0	-1.52817782413083
1995		520					5	4			0				0	-1.41065557919996
1996		520					4	5			0				0	-1.31633742550336
1997		520					4	3			0				0	-1.06365556687593
1998		520					4	3			0				0	-0.97460489212457
1999		520					4	4			0				0	-1.07122608842859
2000		520					4	4			0				0	-1.12321719642713
2001		520					4	4			0				0	-1.15064413776087
2002		520					4	4			0				0	-1.17515036476342
2003		520					4	4			0				0	-1.19738994388887
2004		520					4	4			0				0	-1.21670857064758
2005		520					4	4			0				0	-1.25525716768392
2006		520					4	4			0				0	-1.35576353683767
2007		520					5	5			0				0	-1.57865210269583
2008		520					5	5			0				0	-1.59976885627373
2009		520					5	4			0				0	-1.48689257266522
2010		520					5	4			0				0	-1.46033752601379
1977		522									0	0	0			-0.114633939196847
1978		522					3	2			0	0	0			-0.135435491158998
1979		522					3	2			0	0	0			-0.0381796660843788
1980		522					2	2			0	0	0			0.199205748964945
1981		522					2	1			0	0	0			0.442943538668389
1982		522					1	2			0	0	0			0.509050911438674
1983		522					2	2			0	0	0			0.50424917176266
1984		522					2	1			0	0	0			0.632123259743501
1985		522						2	3		0	0	0			0.596320407730833
1986		522						1	2		0	0	0			0.768937467258086
1987		522					1	2	1		0	0	0			0.792757384671084
1988		522					2	1	2		0		0			0.657391204850673
1989		522					2	2	3		0				0	0.342807199595633
1990		522					2	2	3		0				0	0.0839601079739004
1991		522					3	3	4		0				0	-0.256153906704025
1992		522					3	3	3		0				0	-0.35114294450115
1993		522						4	3		0				0	-0.402514643247331
1994		522					4	3	2		0				0	-0.232599759688305
1995		522						2	2		0				0	0.0365862213500579
1996		522					2	2	3		0				0	0.116714107746306
1997		522					2	2	3		0				0	0.0733978589199343
1998		522					3	4	4		0				0	-0.202655584139709
1999		522					3	3	4		0				0	-0.0976127204209221
2000		522						2			0				0	0.161054758766314
2001	248	522	2	1	2	1		3			0				0	0.259006829015545
2002		522						2			0				0	0.401756491408779
2003	248	522	2	1	1	0		3			0				0	0.362880485106331
2004	248	522	2	1	1	1		2			0				0	0.567139021245333
2005	248	522	2	1	1	1		2			0				0	0.694165122999388
2006	248	522	2	2	1	1		3			0				0	0.784564048637449
2007	248	522	2	2	1	1		3			0				0	0.926451966848016
2008	248	522	2	2	2	1		2			0				0	1.20525483293671
2009	248	522	2	2	1	1	1	2			0				0	1.34895869493504
2010	248	522	2	2	2	1		2			0				0	1.39807516633447
1949		530										0	0	0		0.324736074262082
1950		530										0	0	0		0.338328650924246
1951		530										0	0	0		0.343957121470395
1952		530										0	0	0		0.340366133866907
1953		530										0	0	0		0.330643692481275
1954		530										0	0	0		0.310566667017874
1955		530										0	0	0		0.28340885143332
1956		530									0	0	0	0		0.245151486959295
1957		530									0	0	0	0		0.194805428771634
1958		530									0	0	0	0		0.140309063511422
1959		530									0	0	0	0		0.0693646068723376
1960		530									0	0	0	1		-0.0107561904895529
1961		530									0	0	0	1		-0.0443291760513594
1962		530									0	0	0	0		-0.0210406499863299
1963		530									0	0	0	0		-0.0130235152333432
1964		530									0	0	0	0		-0.0214955602579907
1965		530									0	0	0	0		-0.0393312132618237
1966		530									0	0	0	0		-0.0770104617753683
1967		530									0	0	0	0		-0.135108337917531
1968		530									0	0	0	0		-0.207800368513928
1969		530									0	0	0	0		-0.308356631492989
1970		530									0	0	0	0		-0.439485002269676
1971		530									0	0	0	0		-0.604738786279763
1972		530									0	0	0	0		-0.843009103439047
1973		530									0	0	0	0		-1.2022106238669
1974		530									0	1	1	1		-1.80748166930365
1975		530									0	1	1	1		-2.1228944066325
1976		530					5	4			1	1	1	1		-2.43016270373236
1977		530					5	4			1	1	1	1		-2.5494219252875
1978		530					5	5			1	1	1	0		-2.55070930649572
1979		530					4	4			1	1	1	0		-2.29042405014589
1980		530					4	5			0	1	0	1		-2.02452090516636
1981	278	530	0	0	0	0	4	4			0	1	0	0		-1.90796474430691
1982	278	530	0	0	0	0	4	4			0	1	0	0		-1.8756120253309
1983	278	530	0	0	0	0	4	4			0	1	0			-1.81146870878674
1984	278	530	1	0	0	1	3	4			0	1	1			-1.79520297337737
1985	278	530	1	1	1	0	4	4	4		0	1	1			-1.77523955186639
1986	278	530	1	0	0	0	4	5	4		0	1	0			-1.78417002967383
1987	278	530	1	0	0	0	4	5	4		0	1	0			-1.77635565887998
1988	278	530	1	0	0	0	5	5	3		0		0			-1.77631977860687
1989	278	530	1	0	0	0	4	4	4		0				1	-1.71172667515862
1990	278	530	0	0	0	0	4	4	4		0				1	-1.6100013259783
1991		530					4	4	5		0				1	-1.40108495029769
1992	278	530	2	0	0	1	4	3	2		0				0	-0.978867986575651
1993	278	530	1	1	1	1	4	3	2		0				1	-0.87445262261545
1994	278	530	0	0	0	0	4	4	3		0				0	-0.994371546128619
1995	278	530	0	0	0	0	3	4	2	2	0				0	-0.901949136305963
1996	278	530	0	1	0	0	4	2	2		0				0	-0.723315783474159
1997	278	530	2	2	0	0	4	3	3		0				0	-0.638408409273196
1998	278	530	2	2	0	1	5	4	3	3	0				0	-0.690427629692663
1999	278	530	1	1	1	0	5	4	2		0				0	-0.792800659090359
2000	278	530	1	0	0	1	4	3		4	0				0	-0.765942731992867
2001	278	530	2	1	0	0	4	3		3	0				0	-0.816645685847949
2002	278	530	2	0	0	0	4	4		3	0				1	-1.12237325209304
