YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing
1954		90										1	0	1	
1955		90										1	0	1	
1956		90									0	1	0	0	
1957		90									0	1	0	0	
1958		90									0	1	0	0	
1959		90									0	1	0	0	
1960		90									0	1	0	0	
1961		90									0	1	0	0	
1962		90									0	1	0	0	
1963		90									0	1	0	0	
1964		90									0	1	0	0	
1965		90									0	1	0	0	
1966		90									0	1	1	1	
1967		90									0	1	1	0	
1968		90									0	1	1	0	
1969		90									0	1	1	0	
1970		90									0	1	1	0	
1971		90									0	1	1	0	
1972		90									0	1	1	0	
1973		90									0	1	1	0	
1974		90									0	1	1	0	
1975		90									0	1	1	0	
1976		90					4	4			0	1	1	0	
1977		90					5	3			0	1	1	0	
1978		90					5	3			1	1	1	0	
1979		90					5	3			1	1	1	0	
1980		90					5	4			1	1	1	0	
1981	311	90	0	0	0	0	5	4			1	1	1	0	
1982	311	90	0	0	0	1	5	4			1	1	1	1	
1983	311	90	0	0	1	0	5	4			1	1	1		
1984	311	90	0	0	0	0	5	4			1	1	1		
1985	311	90	0	0	0	0	5	4	4		1	1	0		
1986	311	90	0	0	0	0	4	4	3		1	1	0		
1987	311	90	1	1	1	1	4	4	3		1	1	0		
1988	311	90	0	1	0	0	4	4	3		1		0		
1989	311	90	0	0	1	1	4	4	2		1				1
1990	311	90	0	0	1	0	5	5	4		1				1
1991	311	90	0	0	1	1	4	4	4		0				1
1992	311	90	1	0	1	0	4	4	3		0				1
1993	311	90	1	0	2	1	4	4	3		0				1
1994	311	90	0	0	2	0	4	5	4		0				1
1995	311	90	0	0	2	0	4	5	4	3	0				1
1996	311	90	0	0	2	1	4	4	3	4	0				0
1997	311	90	1	0	2	1	3	3	3		0				0
1998	311	90	2	0	2	1	4	3	3	1	0				0
1999	311	90	1	0	2	1	3	3	3		0				0
2000	311	90	1	0	1	0	3	3		2	0				0
2001	311	90	1	1	2	0	3	3		1	0				0
2002	311	90	1	1	2	0	3	3		1	0				0
2003	311	90	2	1	2	0	3	3		1	0				0
2004	311	90	2	1	2	0	2	3		1	0				0
2005	311	90	2	1	2	1	3	4		1	0				0
2006	311	90	2	1	1	1	4	4			0				0
2007	311	90	2	1	2	1	4	3			0				0
2008	311	90	2	1	2	1	2	3			0				0
2009	311	90	2	1	2	1	3	3			0				0
2010	311	90	2	1	2	1	3	3			0				0
1949		91										0	0	0	
1950		91										0	0	0	
1951		91										0	0	0	
1952		91										0	0	0	
1953		91										0	0	0	
1954		91										0	0	0	
1955		91										0	0	0	
1956		91									0	0	0	0	
1957		91									0	0	0	0	
1958		91									0	0	0	0	
1959		91									0	0	0	0	
1960		91									0	0	0	0	
1961		91									0	0	0	0	
1962		91									0	0	0	0	
1963		91									0	0	0	0	
1964		91									0	0	0	0	
1965		91									0	0	0	0	
1966		91									0	0	0	0	
1967		91									0	0	0	0	
1968		91									0	0	0	0	
1969		91									0	0	0	0	
1970		91									0	0	0	0	
1971		91									0	0	0	0	
1972		91									0	0	0	0	
1973		91									0	0	0	0	
1974		91									0	0	0	0	
1975		91									0	0	0	0	
1976		91						1			0	0	0	0	
1977		91					2	1			0	0	0	0	
1978		91						2			0	0	0	0	
1979		91					2	2			0	0	0	0	
1980		91					4	2			0	0	0	0	
1981	326	91	0	1	0	0	4	3			0	0	0	0	
1982	326	91	1	1	1	0	4	2			0	1	0	0	
1983	326	91	1	1	2	0	4	2			0	1	0		
1984	326	91	1	1	2	0	4	3			0	1	0		
1985	326	91	2	2	1	0	3	3	2		0	1	0		
1986	326	91	2	2	1	0	3	3	2		0	1	0		
1987	326	91	1	1	2	0	3	3	3		0	1	0		
1988	326	91	1	1	1	0	4	3	3		0		0		
1989	326	91	1	1	2	0	3	3	3		0				0
1990	326	91	1	0	2	0	3	3	4		0				0
1991	326	91	2	1	1	1	3	3	3		0				0
1992	326	91	2	1	1	1	3	3	3		0				0
1993	326	91	2	1	2	0	3	3	4		0				0
1994	326	91	2	1	1	1	2	3	3		0				0
1995	326	91	2	2	1	1	2	3	3	1	0				0
1996	326	91	2	1	2	1	3	2	3		0				0
1997	326	91	2	1	2	1	2	2	4	1	0				0
1998	326	91	2	1	1	1	2	3	3		0				0
1999	326	91	1	0	2	0	3	3	3	1	0				0
2000	326	91	2	1	2	1	3	3			0				0
2001	326	91	2	1	2	1	2	3			0				0
2002	326	91	2	1	2	1	3	3		1	0				0
2003	326	91	2	0	2	1	4	3			0				0
2004	326	91	2	1	1	0	3	3		1	0				0
2005	326	91	2	1	1	1	3	3		1	0				0
2006	326	91	1	1	2	1	3	3			0				0
2007	326	91	1	1	1	1	3	3			0				0
2008	326	91	1	1	1	1	2	3			0				0
2009	326	91	1	1	0	0	4	4			0				0
2010	326	91	1	1	1	0	3	3			0				0
1949		92										0	0	0	
1950		92										0	0	0	
1951		92										0	0	0	
1952		92										0	0	0	
1953		92										0	0	0	
1954		92										0	0	0	
1955		92										0	0	0	
1956		92									0	0	0	0	
1957		92									0	0	0	0	
1958		92									0	0	0	0	
1959		92									0	0	0	0	
1960		92									0	0	0	0	
1961		92									0	0	0	0	
1962		92									0	0	0	0	
1963		92									0	0	0	0	
1964		92									0	0	0	0	
1965		92									0	0	0	0	
1966		92									0	0	0	0	
1967		92									0	0	0	0	
1968		92									0	0	0	0	
1969		92									0	0	0	0	
1970		92									0	1	0	0	
1971		92									0	1	0	0	
1972		92									0	1	0	0	
1973		92									0	1	0	0	
1974		92									0	1	0	0	
1975		92									0	1	0	0	
1976		92					4	2			0	1	0	0	
1977		92					4	3			0	1	0	0	
1978		92					5	4			0	1	0	0	
1979		92					4	4			0	1	0	0	
1980		92					5	4			1	1	1	0	
1981	266	92	0	0	0	0	5	4			1	1	1	0	
1982	266	92	0	0	0	0	5	4			1	1	1	0	
1983	266	92	0	0	0	0	5	4			1	1	1		
1984	266	92	0	0	0	0	5	4			1	1	1		
1985	266	92	1	0	0	0	4	4	4		1	1	1		
1986	266	92	0	0	0	1	5	4	3		1	1	1		
1987	266	92	1	1	0	1	5	4	3		1	1	1		
1988	266	92	1	0	0	0	5	4	3		1		1		
1989	266	92	0	0	0	0	4	4	4		1				0
1990	266	92	0	1	0	0	4	4	4		0				0
1991	266	92	0	1	0	0	4	4	4		0				0
1992	266	92	2	1	1	1	4	4	3		0				0
1993	266	92	1	1	2	1	4	3	3		0				0
1994	266	92	2	1	2	1	3	3	3		0				0
1995	266	92	2	2	2	2	2	3	3	1	0				0
1996	266	92	1	1	2	1	3	2	2		0				0
1997	266	92	2	2	2	1	2	3	2	1	0				0
1998	266	92	2	2	2	0	2	2	2	1	0				0
1999	266	92	2	1	2	0	3	3	2		0				0
2000	266	92	2	2	2	0	3	3		3	0				0
2001	266	92	2	2	2	1	2	2			0				0
2002	266	92	2	1	2	1	1	2		1	0				0
2003	266	92	2	1	2	0	3	3		1	0				0
2004	266	92	2	1	2	0	2	3		1	0				0
2005	266	92	2	1	1	1	2	3		1	0				0
2006	266	92	2	1	2	0	3	3			0				0
2007	266	92	2	1	1	0	3	3			0				0
2008	266	92	2	1	2	0	2	3			0				0
2009	266	92	2	1	2	0	2	3			0				0
2010	266	92	2	1	2	0	2	3			0				0
1949		93										0	0	0	
1950		93										0	0	0	
1951		93										0	0	0	
1952		93										0	0	0	
1953		93										0	0	0	
1954		93										0	0	0	
1955		93										0	0	0	
1956		93									0	0	0	0	
1957		93									0	0	0	0	
1958		93									0	0	0	0	
1959		93									0	0	0	0	
1960		93									0	0	0	0	
1961		93									0	0	0	0	
1962		93									0	0	0	0	
1963		93									0	0	0	0	
1964		93									0	0	0	0	
1965		93									0	0	0	0	
1966		93									0	0	0	0	
1967		93									0	0	0	0	
1968		93									0	0	0	0	
1969		93									0	0	0	0	
1970		93									0	0	0	0	
1971		93									0	0	0	0	
1972		93									0	0	0	0	
1973		93									0	0	0	0	
1974		93									0	0	0	0	
1975		93									0	0	0	0	
1976		93					4	4			0	0	0	0	
1977		93					4	3			0	0	0	0	
1978		93					4	3			0	0	0	1	
1979		93					5	4			0	1	0	0	
1980		93						4			0	1	0	0	
1981	482	93	1	1	0	1	2	3			0	1	0	0	
1982	482	93	0	0	0	0	3	3			0	1	0	0	
1983	482	93	0	0	0	0	2	4			0	1	0		
1984	482	93	1	1	0	1	3	4			0	1	0		
1985	482	93	0	0	0	0	4	5	4		0	1	0		
1986	482	93	1	0	0	0	3	5	3		0	1	0		
1987	482	93	2	0	0	1	4	4	4		0	1	0		
1988	482	93	1	1	0	0	4	4	4		0		0		
1989	482	93	1	0	0	0	3	4	4		0				0
1990	482	93	0	1	0	1	2	3	3		0				0
1991	482	93	1	0	2	0	3	4	3		0				0
1992	482	93	2	0	2	0	3	4	3		0				0
1993	482	93	2	1	2	0	3	4	3		0				0
1994	482	93	2	1	2	0	3	4	3		0				0
1995	482	93	2	1	2	0	3	3	4	1	0				0
1996	482	93	2	1	2	0	3	3	3		0				0
1997	482	93	2	1	2	1		3	3	1	0				0
1998	482	93	2	1	2	0		3	3	1	0				0
1999	482	93	2	1	2	0	3	2	3		0				0
2000	482	93	2	1	2	0	2	2			0				0
2001	482	93	2	1	2	0	2	2			0				0
2002	482	93	2	1	2	0	2	3			0				0
2003	482	93	2	1	2	0	3	3		1	0				0
2004	482	93	2	1	2	0	2	2		1	0				0
2005	482	93	2	1	2	0	2	3		1	0				0
2006	482	93	2	1	2	0	1	3			0				0
2007	482	93	2	1	2	1	1	2			0				0
2008	482	93	2	1	1	1	2	2			0				0
2009	482	93	2	1	1	1	2	3			0				0
2010	482	93	2	1	1	0	2	3			0				0
1949		94										0	0	0	
1950		94										0	0	0	
1951		94										0	0	0	
1952		94										0	0	0	
1953		94										0	0	0	
1954		94										0	0	0	
1955		94										0	0	0	
1956		94									0	0	0	0	
1957		94									0	0	0	0	
1958		94									0	0	0	0	
1959		94									0	0	0	0	
1960		94									0	0	0	0	
1961		94									0	0	0	0	
1962		94									0	0	0	0	
1963		94									0	0	0	0	
1964		94									0	0	0	0	
1965		94									0	0	0	0	
1966		94									0	0	0	0	
1967		94									0	0	0	0	
1968		94									0	0	0	0	
1969		94									0	0	0	0	
1970		94									0	0	0	0	
1971		94									0	0	0	0	
1972		94									0	0	0	0	
1973		94									0	0	0	0	
1974		94									0	0	0	0	
1975		94									0	0	0	0	
1976		94						1			0	0	0	0	
1977		94						1			0	0	0	0	
1978		94						1			0	0	0	0	
1979		94						1			0	0	0	0	
1980		94						1			0	0	0	0	
1981	224	94	2	2	2	2		1			0	0	0	0	
1982	224	94	2	2	2	2		1			0	0	0	0	
1983	224	94	2	2	2	2	2	1			0	0	0		
1984	224	94	2	2	1	2	2	1			0	0	0		
1985	224	94	2	2	2	2		1	1		0	0	0		
1986	224	94	2	2	2	2		1	1		0	0	0		
1987	224	94	2	2	2	2		1	1		0	0	0		
1988	224	94	2	2	2	2		1	1		0		0		
1989	224	94	2	2	2	2		1	2		0				0
1990	224	94	2	2	2	2		1	2		0				0
1991	224	94	2	2	2	2		1	1		0				0
1992	224	94	2	1	1	1	2	1	2		0				0
1993	224	94	2	2	2	2		1	2		0				0
1994	224	94	2	2	2	1	1	1	2		0				0
1995	224	94	2	2	2	1	2	1	2	1	0				0
1996	224	94	2	2	2	1	2	1	2	1	0				0
1997	224	94	2	2	2	1	1	1	2	1	0				0
1998	224	94	2	2	2	1		1	2	1	0				0
1999	224	94	2	2	2	1	1	1	2	1	0				0
2000	224	94	2	2	1	1		1		1	0				0
2001	224	94	2	2	2	1	2	1		1	0				0
2002	224	94	2	2	2	1		1		1	0				0
2003	224	94	2	2	2	1		1		1	0				0
2004	224	94	2	2	2	1		2		1	0				0
2005	224	94	2	2	2	1		1		1	0				0
2006	224	94	2	2	2	1		1			0				0
2007	224	94	2	1	2	1		1			0				0
2008	224	94	2	2	2	1		2			0				0
2009	224	94	2	2	2	1		2			0				0
2010	224	94	2	2	2	1		1			0				0
1949		95										0	0	0	
1950		95										0	0	0	
1951		95										0	0	0	
1952		95										0	0	0	
1953		95										0	0	0	
1954		95										0	0	0	
1955		95										0	0	0	
1956		95									0	0	0	0	
1957		95									0	0	0	0	
1958		95									0	0	0	0	
1959		95									0	0	0	0	
1960		95									0	0	0	0	
1961		95									0	0	0	0	
1962		95									0	0	0	0	
1963		95									0	0	0	0	
1964		95									0	0	0	0	
1965		95									0	0	0	0	
1966		95									0	0	0	0	
1967		95									0	0	0	0	
1968		95									0	0	0	0	
1969		95									0	0	0	0	
1970		95									0	0	0	0	
1971		95									0	0	0	0	
1972		95									0	0	0	0	
1973		95									0	0	0	0	
1974		95									0	0	0	0	
1975		95									0	0	0	0	
1976		95						2			0	0	0	0	
1977		95						2			0	0	0	0	
1978		95						2			0	0	0	0	
1979		95						2			0	0	0	0	
1980		95						2			0	0	0	0	
1981	503	95	2	2	1	1		2			0	0	0	0	
1982	503	95	1	1	2	1		2			0	0	0	0	
1983	503	95	2	1	2	0		2			0	0	0		
1984	503	95	1	2	1	1		3			0	0	0		
1985	503	95	1	1	2	1		2	2		0	0	0		
1986	503	95	2	2	2	1		3	2		0	0	0		
1987	503	95	2	1	1	0	3	2	4		0	0	0		
1988	503	95	2	1	0	0	3	3	3		0		0		
1989	503	95	1	0	0	0	3	4	4		0				0
1990	503	95	1	1	1	1	3	2	2		0				0
1991	503	95	2	2	1	1	3	2	3		0				0
1992	503	95	2	1	1	0	2	2	3		0				0
1993	503	95	2	1	2	1	2	2	2		0				0
1994	503	95	2	2	2	0	1	2	2		0				0
1995	503	95	2	1	1	0	2	2	2		0				0
1996	503	95	2	2	2	1	3	2	2	3	0				0
1997	503	95	2	2	2	1	2	2	2	3	0				0
1998	503	95	2	2	2	2		2	2	1	0				0
1999	503	95	2	2	2	0		2	2	1	0				0
2000	503	95	2	2	2	0		2		1	0				0
2001	503	95	2	2	2	1		2		1	0				0
2002	503	95	2	2	2	2		1		1	0				0
2003	503	95	2	2	2	1		2		1	0				0
2004	503	95	2	2	2	1		2		1	0				0
2005	503	95	2	2	2	0		1			0				0
2006	503	95	2	2	2	1		1			0				0
2007	503	95	2	2	2	1		1			0				0
2008	503	95	2	2	2	1		2			0				0
2009	503	95	2	2	2	1		1			0				0
2010	503	95	1	1	1	1	2	2			0				0
1949		100										0	0	0	
1950		100										1	0	0	
1951		100										1	0	0	
1952		100										1	0	0	
1953		100										1	0	0	
1954		100										1	0	0	
1955		100										1	0	0	
1956		100									0	1	0	0	
1957		100									0	0	0	0	
1958		100									0	1	0	0	
1959		100									0	1	0	0	
1960		100									0	1	0	0	
1961		100									0	1	0	0	
1962		100									0	1	0	0	
1963		100									0	1	0	0	
1964		100									0	1	0	0	
1965		100									0	1	0	0	
1966		100									0	1	0	0	
1967		100									0	1	0	0	
1968		100									0	1	0	0	
1969		100									0	1	0	0	
1970		100									0	1	0	0	
1971		100									0	1	0	0	
1972		100									0	1	0	0	
1973		100									0	1	0	0	
1974		100									0	1	0	0	
1975		100									0	1	0	0	
1976		100					2	2			0	1	0	0	
1977		100					3	2			0	1	0	0	
1978		100					3	2			0	1	0	0	
1979		100					5	3			0	1	0	0	
1980		100					4	3			0	1	0	0	
1981	212	100	1	0	0	0	4	3			0	1	0	0	
1982	212	100	1	0	1	1	5	3			0	1	0	0	
1983	212	100	0	0		0	4	3			0	1	0		
1984	212	100	0	0	1	0	4	3			0	1	0		
1985	212	100	0	0	1	0	4	3	3		0	1	0		
1986	212	100	0	0	1	1	5	4	3		0	1	0		
1987	212	100	0	0	0	0	4	4	3		0	1	0		
1988	212	100	0	0	0	0	5	4	2		0		0		
1989	212	100	0	0	1	0	5	4	5		0				0
1990	212	100	0	0	0	0	5	5	5		0				1
1991	212	100	0	0	2	0	5	5	5		0				1
1992	212	100	0	0	2	0	5	4	3		0				0
1993	212	100	0	0	2	0	5	5	5		0				0
1994	212	100	0	0		0	5	5	3		0				0
1995	212	100	0	0	0	0	4	5	3	6	0				0
1996	212	100	0	0	0	0	5	5	4	6	0				0
1997	212	100	0	0	0	0	5	5	5	6	0				0
1998	212	100	0	0	0	0	5	5	4	6	0				0
1999	212	100	0	1	0	0	5	5	3	6	0				0
2000	212	100	0	0	0	0	5	5		6	0				0
2001	212	100	0	0	1	0	5	5		6	0				0
2002	212	100	0	0	2	0	5	5		6	0				0
2003	212	100	0	0	0	0	5	5		6	0				0
2004	212	100	0	0	0	0	5	5		6	0				0
2005	212	100	0	0	0	0	5	4		6	0				0
2006	212	100	0	0	0	0	5	4			0				0
2007	212	100	0	0	0	0	4	4			0				0
2008	212	100	0	0	0	0	5	4			0				0
2009	212	100	0	0	0	1	5	4			0				0
2010	212	100	0	0	0	1	5	4			0				0
1949		101										0	0	0	
1950		101										0	0	0	
1951		101										0	0	0	
1952		101										0	0	0	
1953		101										0	0	0	
1954		101										0	0	0	
1955		101										0	0	0	
1956		101									0	0	0	0	
1957		101									0	0	0	0	
1958		101									0	0	0	0	
1959		101									0	0	0	0	
1960		101									0	0	0	0	
1961		101									0	0	0	0	
1962		101									0	0	0	0	
1963		101									0	0	0	0	
1964		101									0	0	0	0	
1965		101									0	0	0	0	
1966		101									0	0	0	0	
1967		101									0	0	0	0	
1968		101									0	0	0	0	
1969		101									0	0	0	0	
1970		101									0	0	0	0	
1971		101									0	0	0	0	
1972		101									0	0	0	0	
1973		101									0	0	0	0	
1974		101									0	0	0	0	
1975		101									0	0	0	0	
1976		101					2	2			0	0	0	1	
1977		101					2	1			0	0	0	0	
1978		101					3	2			0	0	0	0	
1979		101					3	2			0	0	0	0	
1980		101					3	2			0	0	0	0	
1981	674	101	1	2	1	2	2	1			0	0	0	0	
1982	674	101	1	1	2	1		2			0	0	0	0	
1983	674	101	2	1	2	1	3	2			0	0	0		
1984	674	101	0	1	2	0	2	2			0	0	0		
1985	674	101	2	1	1	1	2	2	2		0	0	0		
1986	674	101	1	1	1	1	4	2	2		0	0	0		
1987	674	101	2	1	1	0	3	2	3		0	0	0		
1988	674	101	2	1	1	1	3	2	3		0		0		
1989	674	101	1	0	1	0	4	4	3		0				1
1990	674	101	0	0	2	0	3	3	4		0				0
1991	674	101	1	1	1	0	3	3	4		0				0
1992	674	101	1	0	0	0	4	3	3		0				0
1993	674	101	1	0	0	0	4	3	5		0				0
1994	674	101	1	0	0	0	4	4	5		0				0
1995	674	101	1	0	0	0	4	3	3	6	0				0
1996	674	101	2	0	0	0	4	5	3	6	0				0
1997	674	101	2	0	0	0	4	3	3	6	0				0
1998	674	101	2	0	1	0	3	3	3	5	0				0
1999	674	101	2	0	2	0	3	3	4	5	0				0
2000	674	101	2	0	2	0	2	3		6	0				0
2001	674	101	2	0	2	0	3	3		6	0				0
2002	674	101	2	0	2	0	4	4		6	0				0
2003	674	101	2	0	2	0	3	3		6	0				0
2004	674	101	1	0	1	0	3	3		6	0				0
2005	674	101	1	0	1	0	3	3		1	0				0
2006	674	101	1	0	1	0	3	4			0				0
2007	674	101	1	0	1	0	3	4			0				0
2008	674	101	2	0	1	0	3	4			0				0
2009	674	101	2	0	1	0	3	4			0				0
2010	674	101	1	0	1	0	3	3			0				0
1966		110									0	0	0	0	
1967		110									0	0	0	0	
1968		110									0	0	0	0	
1969		110									0	0	0	0	
1970		110									0	0	0	0	
1971		110									0	0	0	0	
1972		110									0	0	0	0	
1973		110									0	0	0	0	
1974		110									0	0	0	0	
1975		110									0	0	0	0	
1976		110					1				0	0	0	0	
1977		110					2	1			0	0	0	0	
1978		110						2			0	0	0	0	
1979		110					1	2			0	0	0	0	
1980		110						3			0	0	0	0	
1981	320	110	2	1	1	1		3			0	0	0	0	
1982	320	110	2	1	1	1		3			0	0	0	0	
1983	320	110	2	2	1	1		3			0	0	0		
1984	320	110	2	1	2	0	3	3			0	0	0		
1985	320	110	2	2	2	1	2	2	3		0	0	0		
1986	320	110	2	2	2	1	2	2	3		0	0	0		
1987	320	110	2	1	2	1	1	2	2		0	0	0		
1988	320	110	2	2	2	1	2	2	2		0		0		
1989	320	110	2	2	1	1	2	2	2		0				0
1990	320	110	2	1	2	0	2	2	2		0				0
1991	320	110	2	2	2	1	2	2	2		0				0
1992	320	110	2	2	2	1	2	2	3		0				0
1993	320	110	2	1	2	1	2	2	3		0				0
1994	320	110	2	2	2	1	2	2	2		0				0
1995	320	110	2	2	2	2	1	2	2	1	0				0
1996	320	110	2	1	2	1	2	2	2		0				0
1997	320	110	2	1	2	1	2	2	2		0				0
1998	320	110	2	2	2	2	2	2	2		0				0
1999	320	110	2	2	2	1	2	2	2		0				0
2000	320	110	2	1	2	1	3	2			0				0
2001	320	110	2	1	2	1	3	2		6	0				0
2002	320	110	2	1	1	0	2	2			0				0
2003	320	110	2	1	1	0	3	3			0				0
2004	320	110	2	1	1	0	3	3			0				0
2005	320	110	2	1	1	1	3	2		1	0				0
2006	320	110	2	1	1	1	2	3			0				0
2007	320	110	2	1	1	1		2			0				0
2008	320	110	2	1	1	1		2			0				0
2009	320	110	2	1	1	1		3			0				0
2010	320	110	2	1	1	1	1	2			0				0
1975		115									0	0	0	0	
1976		115									0	0	0	0	
1977		115									0	0	0	0	
1978		115									0	0	0	0	
1979		115						1			0	0	0	0	
1980		115						2			0	0	0	1	
1981		115					3	2			0	0	0	0	
1982		115					3	3			0	0	0	1	
1983		115					3	3			0	0	0		
1984		115						3			0	0	0		
1985		115					3	2			0	0	0		
1986		115					5	5			0	0	0		
1987		115					4	4			0	0	0		
1988		115					2	3			0		0		
1989		115						2			0				0
1990		115					3	3			0				0
1991		115						2			0				0
1992		115					1	2			0				0
1993		115						2			0				0
1994		115						2			0				0
1995		115						2		1	0				0
1996		115					1	2		1	0				0
1997		115						2		1	0				0
1998		115						1		1	0				0
1999		115						1		1	0				0
2000		115					2	2			0				0
2001	602	115	2	1	2	0	2	2			0				0
2002		115					2	2		3	0				0
2003	602	115	2	2	2	0	2	1			0				0
2004	602	115	2	1	2	0		2		1	0				0
2005	602	115	2	2	2	0		2		1	0				0
2006	602	115	2	1	2	1		2			0				0
2007	602	115	2	1	2	1		2			0				0
2008	602	115	2	2	2	1	1	2			0				0
2009	602	115	2	2	2	1	1	2			0				0
2010	602	115	2	2	2	1		2			0				0
1949		130										0	0	0	
1950		130										0	0	0	
1951		130										0	0	0	
1952		130										0	0	0	
1953		130										0	0	0	
1954		130										0	0	0	
1955		130										0	0	0	
1956		130									0	0	0	0	
1957		130									0	0	0	0	
1958		130									0	0	0	0	
1959		130									0	0	0	0	
1960		130									0	0	0	0	
1961		130									0	0	0	0	
1962		130									0	0	0	0	
1963		130									0	0	0	0	
1964		130									0	0	0	0	
1965		130									0	0	0	0	
1966		130									0	0	0	0	
1967		130									0	0	0	0	
1968		130									0	0	0	0	
1969		130									0	0	0	0	
1970		130									0	0	0	0	
1971		130									0	0	0	0	
1972		130									0	0	0	0	
1973		130									0	0	0	0	
1974		130									0	0	0	0	
1975		130									0	0	0	0	
1976		130					2	2			0	0	0	0	
1977		130					3	2			0	0	0	0	
1978		130					3	2			0	0	0	0	
1979		130					2	2			0	0	0	0	
1980		130						2			0	0	0	0	
1981	260	130	2	1	2	0		2			0	0	0	0	
1982	260	130	2	2	2	1		2			0	0	0	0	
1983	260	130	1	1	2	1		2			0	0	0		
1984	260	130	2	1	1	1		2			0	0	0		
1985	260	130	1	1	1	0	3	2	3		0	0	0		
1986	260	130	1	1	1	0	4	3	2		0	0	0		
1987	260	130	1	1	1	0	4	3	3		0	0	0		
1988	260	130	2	1	1	0	3	3	4		0		0		
1989	260	130	2	2	2	0	3	2	3		0				0
1990	260	130	1	1	2	0	3	3	5		0				0
1991	260	130	2	1	2	0	3	2	4		0				0
1992	260	130	1	1	1	0	3	3	2		0				0
1993	260	130	1	1	2	0	2	3	3		0				0
1994	260	130	2	1	2	1	3	2	3		0				0
1995	260	130	2	2	0	1	3	2	3	6	0				0
1996	260	130	1	1	2	0	2	2	3	6	0				0
1997	260	130	1	1	2	0	2	3	2	6	0				0
1998	260	130	2	2	2	0	3	3	3	6	0				0
1999	260	130	1	1	1	0	3	3	3	3	0				0
2000	260	130	2	2	2	0	3	3		5	0				0
2001	260	130	1	1	2	0	3	3		5	0				0
2002	260	130	2	1	2	0	3	3		5	0				0
2003	260	130	1	1	1	0	3	3		5	0				0
2004	260	130	1	1	2	1	3	3		5	0				0
2005	260	130	2	1	1	0	3	3		1	0				0
2006	260	130	2	1	1	0	3	3			0				0
2007	260	130	2	1	1	0	3	3			0				0
2008	260	130	2	1	1	0	2	3			0				0
2009	260	130	2	1	1	0	2	3			0				0
2010	260	130	2	1	2	0	2	2			0				0
1949		135										0	0	0	
1950		135										0	0	0	
1951		135										0	0	0	
1952		135										0	0	0	
1953		135										0	0	0	
1954		135										0	0	0	
1955		135										0	0	0	
1956		135									0	0	0	0	
1957		135									0	0	0	0	
1958		135									0	0	0	0	
1959		135									0	0	0	0	
1960		135									0	0	0	0	
1961		135									0	0	0	0	
1962		135									0	0	0	0	
1963		135									0	0	0	0	
1964		135									0	0	0	0	
1965		135									0	0	0	0	
1966		135									0	0	0	0	
1967		135									0	0	0	0	
1968		135									0	0	0	0	
1969		135									0	0	0	0	
1970		135									0	0	0	0	
1971		135									0	0	0	0	
1972		135									0	0	0	0	
1973		135									0	0	0	0	
1974		135									0	0	0	0	
1975		135									0	0	0	0	
1976		135					4	2			0	0	0	0	
1977		135					4	3			0	0	0	0	
1978		135					3	2			0	0	0	0	
1979		135					4	2			0	0	0	0	
1980		135					3	2			0	1	0	0	
1981	512	135	2	1	0	1	3	2			0	1	0	0	
1982	512	135	2	0	0	1	4	2			0	1	0	0	
1983	512	135	0	0	0	1	4	3			0	1	0		
1984	512	135	0	0	0	0	4	4			0	1	0		
1985	512	135	0	1	0	0	5	4	4		0	1	0		
1986	512	135	0	0	1	1	4	4	4		0	1	0		
1987	512	135	0	0	0	0	5	4	5		0	1	0		
1988	512	135	0	0	0	0	5	5	4		0		0		
1989	512	135	0	0	0	0	5	5	5		0				0
1990	512	135	0	0	1	0	5	5	5		0				0
1991	512	135	0	0	2	0	4	5	4		0				0
1992	512	135	0	0	1	0	5	5	5		0				0
1993	512	135	1	0	1	0	4	4	5		0				0
1994	512	135	0	1	0	0	4	5	5		0				0
1995	512	135	1	2	0	0	4	4	4	6	0				0
1996	512	135	1	0	0	0	4	4	5	6	0				0
1997	512	135	2	2	0	0	4	3	5	6	0				0
1998	512	135	2	1	0	1	3	3	5	6	0				0
1999	512	135	1	1	0	0	4	3	5	6	0				0
2000	512	135	2	1	1	0	3	3		6	0				0
2001	512	135	2	1	0	0	2	2		6	0				0
2002	512	135	2	1	0	0	2	3		5	0				0
2003	512	135	2	1	0	0	3	3		5	0				0
2004	512	135	2	1	0	0	2	3		3	0				0
2005	512	135	2	2	1	0	3	2		3	0				0
2006	512	135	2	1	1	1	3	3			0				0
2007	512	135	2	1	2	1	1	2			0				0
2008	512	135	1	1	2	1	2	2			0				0
2009	512	135	2	1	1	1	3	2			0				0
2010	512	135	2	1	1	1	2	3			0				0
1949		140										0	0	0	
1950		140										0	0	0	
1951		140										0	0	0	
1952		140										0	0	0	
1953		140										0	0	0	
1954		140										0	0	0	
1955		140										0	0	0	
1956		140									0	0	0	0	
1957		140									0	0	0	0	
1958		140									0	0	0	0	
1959		140									0	0	0	0	
1960		140									0	0	0	0	
1961		140									0	0	0	0	
1962		140									0	0	0	1	
1963		140									0	0	0	0	
1964		140									0	1	0	0	
1965		140									0	1	0	0	
1966		140									0	1	0	0	
1967		140									0	1	0	0	
1968		140									0	1	0	0	
1969		140									0	1	0	0	
1970		140									0	1	0	1	
1971		140									0	1	0	0	
1972		140									0	1	0	0	
1973		140									0	1	0	0	
1974		140									0	1	0	1	
1975		140									0	1	0	1	
1976		140					3	2			0	1	0	0	
