parameter.mean	parameter.median	parameter.sd	parameter.lower.ci	parameter.upper.ci
3.1294232261035	3.06612310153123	4.77715576481685	-6.21867445682749	12.5843126792015
3.40152078066011	3.28849850442078	4.83013238434621	-5.68651870030429	13.1883930086542
-4.53895319375523	-4.49020774517791	4.7111580143553	-14.088225820882	4.41149846702359
-3.64753299374709	-3.49883031379578	4.6887201776952	-13.0922356612793	5.17150561374605
-3.45812628170013	-3.30773621787815	4.73833926851104	-13.0975329880838	5.47367917036017
-2.96736451873182	-2.85379261055091	4.68573295897943	-12.4524452311184	5.91588376424325
2.0900172537924	1.99590100336494	4.75907882086476	-6.89566441257621	11.6591221417271
2.81919055122711	2.71019960901433	4.75962809693451	-6.23252721641675	12.3651527129172
3.09353469383338	3.03406864926651	4.75652726652586	-6.11038838139386	12.6833822370476
3.38144945909357	3.20139046353065	4.79083341741169	-5.6398881363481	13.0398555339362
-4.57151566544699	-4.4569266969304	4.65304668832402	-14.0084422490472	4.27169169929406
-3.63985316199781	-3.4956800311845	4.62859095118445	-12.9986856354867	5.08138478075355
-3.4270781575331	-3.24532933686229	4.69449740892392	-13.0132463894992	5.40471836699668
-2.94022243171095	-2.87096245921444	4.64200795392403	-12.4640472999253	5.86503239877787
1.99349118623234	1.91912800675043	4.71331265492599	-6.92201397739451	11.3494991427903
2.74722626374569	2.60739506436559	4.69194968524173	-6.14451120603165	12.1538770346992
3.04845481241371	2.96451302257729	4.71015398738802	-6.13193876938119	12.458812860848
3.34916380721434	3.25897586427493	4.73790700356008	-5.62993485589586	12.880399244445
-4.59235305574857	-4.48762473007912	4.59672778152913	-13.9204464970605	4.21118376478604
-3.59991321311579	-3.44901015660297	4.56623850445203	-12.8871635873562	5.05449528634603
-3.38848771172118	-3.2383521256371	4.62523230953386	-12.8338781074807	5.35195938188681
-2.88443039633782	-2.7675917812678	4.56650441077036	-12.1272064173708	5.76888935725298
1.87583957955162	1.80217067505432	4.65237851992099	-7.10764434595278	11.1862179830288
2.67312204352733	2.56657229784606	4.61465518660756	-6.06290239697115	11.9181369658028
2.99766833904091	2.8988551064154	4.63813009650315	-5.95085412553837	12.3526935776959
3.30633727816553	3.21680111030366	4.62360803255066	-5.58393396603968	12.536000985834
-4.59538604697979	-4.52038872707004	4.51915616283699	-13.7877428815551	4.10040997219108
-3.56792885804089	-3.45916530547317	4.46314127654011	-12.589682255807	4.92462660382588
-3.31851153683495	-3.1939909166072	4.52884910469506	-12.563194492272	5.20564525106604
-2.81172197579464	-2.71415369563673	4.4781488408698	-11.9765830223786	5.6197142344772
1.73605004913018	1.64581197189378	4.55257756552088	-7.04928454826939	10.8444523371364
2.57447320416751	2.4351047667347	4.55024928177293	-6.06270705183339	11.7730149274426
2.91894219015955	2.81546437484255	4.52339918877108	-5.80666625216718	12.1000846955486
3.25763269984431	3.19786271968869	4.51294162414161	-5.42501666500067	12.2662492676965
-4.54731681311216	-4.44443608145439	4.40147927076968	-13.5000617881662	3.85257699098779
-3.51112618777114	-3.45953364389217	4.35593419117547	-12.3551569916607	4.73133262258637
-3.24788521329348	-3.08776202736504	4.38469469099537	-12.0553063984981	5.03151965280473
-2.72825526281076	-2.6104156567423	4.3614465965125	-11.6192438924921	5.46284062154667
1.5864626160488	1.50027368327376	4.45646929236755	-6.89281316194336	10.5418774499509
2.47247913738955	2.37388558259527	4.45041228313977	-5.92154654708255	11.540645456361
2.82039196078685	2.70057173891419	4.3929779742017	-5.53910188086644	11.7714763907511
3.20937877379972	3.11181319704794	4.39433021834096	-5.15706290345931	12.0262826842284
-4.48666335407864	-4.36487916975916	4.26271266284694	-13.1825708173434	3.55117427031755
-3.46471194569268	-3.37207459750122	4.21692941242126	-11.9470616359252	4.54247744382734
-3.14606205133876	-3.04526064764199	4.23377778485529	-11.7008989817205	4.87441201846688
-2.64888751286186	-2.5283697441037	4.22339411306818	-11.2841081633458	5.40189784006865
1.41999823251205	1.353961538052	4.32474727119687	-6.82285048846914	10.0430555842552
2.33137949175926	2.2232883140393	4.2962012868051	-5.71831136743274	11.1706672743886
2.70141057052638	2.64078359320556	4.27335999403152	-5.46485035357848	11.3639106062846
3.14953206180871	3.05551456091976	4.28430486954006	-4.98356197441859	11.8203540147524
-4.42598460214096	-4.29489312241907	4.10826244060972	-12.7023038044189	3.33380025764818
-3.40619528086245	-3.34753514098012	4.06994277194447	-11.5201324700209	4.34943001810611
-3.05831311280687	-2.96818776822817	4.08619500608448	-11.4011837066691	4.68300276974424
-2.55444609252028	-2.45701300990314	4.06251603424803	-10.8343341939085	5.08962450291571
1.22813750293083	1.15342487000927	4.16223907256685	-6.81897891622672	9.55626956157124
2.20877779706244	2.07704165806255	4.13669635867431	-5.66450042353314	10.6014570569295
2.5787455671418	2.48691724944516	4.10875624716741	-5.20897503302971	10.885017406345
3.0757290591042	2.97061540686495	4.14030108561686	-4.8360150936961	11.4834972573304
-4.34222762176208	-4.2000954305718	3.91646594888924	-12.2862958030684	3.06363828991439
-3.29763001917615	-3.23121237583867	3.89853301448554	-11.1804486316493	4.10917394973171
-2.93581401501309	-2.85818768360373	3.88723763903638	-10.7999324316326	4.39799868941519
-2.43024821228309	-2.3196084966794	3.88375890595742	-10.3602057244913	4.87856939713761
1.06137477528099	0.999466146169336	3.94604629709428	-6.52972458256262	8.95065789480333
2.07453610472383	1.95289607038582	3.9379190018795	-5.33497696414986	10.1799745492991
2.47041656556263	2.38591057931869	3.9108586906383	-4.95384667409615	10.4395509883877
2.96912583180361	2.85289360213826	3.92925838311457	-4.63180745473721	11.0038725732617
-4.24912658880653	-4.14020049684409	3.71331735277352	-11.8068971406606	2.75058549784268
-3.14973294262455	-3.08106536204531	3.68136736755199	-10.4897247929449	3.91653314656269
-2.78522563265847	-2.66661855915473	3.67841689928392	-10.2577412925538	4.06850371045074
-2.2697087688459	-2.17821654419701	3.67627032674616	-9.87077028533685	4.68371341851456
0.866149900367824	0.810328422794209	3.69122921105139	-6.2140609106399	8.21355793297103
1.90970361760546	1.82739357359506	3.71362088988862	-5.03049070767897	9.5498984465013
2.31623636121145	2.23807427802174	3.667661500521	-4.69900579023452	9.74964253124783
2.84530265716492	2.7921692713051	3.71074017172052	-4.23103676376463	10.4074358419498
-4.13745313187398	-4.04189378212787	3.458884780363	-11.1665831047524	2.41018411572623
-3.0158482698107	-2.95262505607011	3.41512737540431	-9.79158154611406	3.53740335758862
-2.62564315810008	-2.50378682659172	3.41452727414395	-9.59509942597193	3.74248655468861
-2.07513703999503	-1.97287191158646	3.43226404302052	-9.09155782457633	4.36330807439674
0.594432920699181	0.530156291158562	3.42652897098647	-5.94943153537901	7.48565275405731
1.70797685432976	1.64991357744472	3.43515074724521	-4.77385587816682	8.64492709047456
2.1337869418412	2.07305909746297	3.4039327203815	-4.39367171314223	9.03559525909128
2.71748499223667	2.66926501120109	3.4268286964826	-3.83858798172995	9.65189560069957
-3.96169385275113	-3.84873702416118	3.15852458419506	-10.4683231102746	1.98996311872636
-2.81933888104764	-2.76581249422757	3.12704885130411	-9.05669179764753	3.18211353126509
-2.42890653750266	-2.33636407344475	3.13049140423777	-8.83466495736868	3.42661330577365
-1.87049260464761	-1.77671463640985	3.12687303024377	-8.22934915807093	4.0311989255315
0.345456755259944	0.286573601421613	3.13991907032542	-5.6923948152654	6.6789021670622
1.48920690020645	1.39605708710549	3.12974422059362	-4.41418591161111	7.88256766671497
1.95990483427489	1.91806904667403	3.11179213502616	-3.97767883521509	8.31794872028416
2.5428699651105	2.46477936220531	3.13740491070757	-3.38882717390104	8.94679720085442
-3.76125884952843	-3.68114500281406	2.79271218021822	-9.46658644132416	1.45914223231386
-2.60014596529222	-2.5569588656792	2.7408176036355	-8.13698626776698	2.61787604413986
-2.19067092161769	-2.12766646086283	2.76298490938006	-7.83644310885564	2.98405902588478
-1.61043737009591	-1.53933172463892	2.75838761053875	-7.22169663903807	3.6657728845698
0.0469977879534569	0.0182610797606137	2.7477288532056	-5.15602027091837	5.57206960049438
1.21055559129549	1.14316544204555	2.76651749744047	-4.0433264278263	6.78994742374609
1.68738430233571	1.63132259626583	2.75910308036376	-3.52775845389518	7.31776445524595
2.36128895780773	2.28452954816483	2.77306071107298	-2.86206933592387	7.96424475588813
-3.50459398663334	-3.4434991514844	2.31958126605103	-8.22419602032133	0.813258336379285
-2.30729732789901	-2.24889896288942	2.28740778169703	-6.97137782982146	2.02294256536698
-1.89916267614741	-1.84369045152869	2.30329723661667	-6.53783389735683	2.46428251075577
-1.279256492882	-1.23356868301111	2.29959946350045	-5.9744654108849	3.13597814407319
-0.31131655781963	-0.359746313666962	2.2841607839812	-4.62249990375611	4.3515372040368
0.887368759744773	0.843774521867495	2.30068887466587	-3.49378984303357	5.57159202435877
1.38743831757808	1.32142301010546	2.30245125281623	-3.03803591907247	6.03782034632387
2.11307799226778	2.05379495614926	2.32410892647762	-2.28725464417612	6.84105009609473
-3.12519693652149	-3.09149371424149	1.65934004800978	-6.48491010698878	0.0438110584518036
-1.92397972805377	-1.87316906279349	1.67712832903625	-5.33637630296142	1.22268972641687
-1.50647922181274	-1.45996691058767	1.67965484973476	-4.92225722359088	1.63368492255664
-0.884024616606571	-0.838813953883584	1.70979166931724	-4.37516206081928	2.36338915231379
-0.79848115866503	-0.828898071557147	1.66318394618552	-3.94159546802148	2.58899250285301
0.488103414263624	0.455443920406064	1.67127558116169	-2.66895393999098	3.89010087947111
0.971392461673849	0.931613038564675	1.68001613040498	-2.20030074196829	4.42123966197224
1.76028966322455	1.71382109520362	1.70520899129439	-1.40899777796173	5.25590763592484
-2.45993671045052	-2.44469377509482	0.320017310126392	-3.1337401056863	-1.87225668707916
-1.35894050721717	-1.35432557800101	0.216062919378929	-1.79783568492077	-0.951199424096715
-0.954310043772299	-0.95277707997149	0.192830207593725	-1.34008422674922	-0.582744308308381
-0.439231784884564	-0.436426619013838	0.178151069363228	-0.792963908503868	-0.0939753802577236
-1.56717401203381	-1.56003880311275	0.229938865054299	-2.03109133338998	-1.13158929715921
-0.144439253619815	-0.142231074985087	0.176122228851419	-0.492979018357896	0.192985906667122
0.402760694535405	0.401078254627329	0.177639919250965	0.058092816823814	0.754566292694542
1.39881700238623	1.39337902203531	0.21589972413814	0.990461788106671	1.83696446436526
-2.35911149165887	-2.35008352059893	0.298859168258107	-2.97291278448593	-1.79931815388781
-1.91237892726977	-1.90566948181105	0.252724770655474	-2.42802024125437	-1.43805383418275
-0.742920842467116	-0.739167876673117	0.184583532110566	-1.11541334848677	-0.389828435694397
-0.484169063793756	-0.483588664971678	0.178605868664899	-0.834773094042097	-0.13447136825207
-1.03143107255729	-1.02953965775737	0.196000545157728	-1.41869961967053	-0.655701547279026
-0.0348514422364718	-0.0338887745929438	0.171327540859981	-0.376141712385134	0.302041458766628
0.431076027038	0.430351272225365	0.175010759798539	0.0923393873101682	0.781092917254834
1.02317628298568	1.01997291408235	0.196411672203358	0.651335150174786	1.41533137185889
-2.2640266933468	-2.25403371279178	0.288509115934094	-2.86328004834113	-1.73477862990324
-1.31998122536488	-1.31445960522141	0.209795873493746	-1.74293824191213	-0.917174938089748
-0.70575923212657	-0.702350767413715	0.18398912316541	-1.07184592579346	-0.352642312771304
-0.104457951884811	-0.103628377062764	0.17204028935181	-0.444149607885913	0.231881101304802
-0.963941765278811	-0.960849188857374	0.193577144540219	-1.35096234990602	-0.592280473493965
-0.13493252716907	-0.135138082019907	0.172310157553508	-0.474485708529858	0.202660233107632
0.721139721113758	0.718386588314982	0.183248960473733	0.370769123350602	1.08690516267192
1.7555816938371	1.75116875942582	0.241078078021181	1.30014411449301	2.24830196918683
-2.56663128372054	-2.55430525258871	0.320831424737484	-3.22931120691897	-1.97054634678632
-1.86674987886525	-1.85939680799826	0.249560275132772	-2.37927795004758	-1.39720741426043
-0.509470666038935	-0.50816034758276	0.175677899375582	-0.856930150052227	-0.17319443188811
-0.216078882864768	-0.215467531513782	0.17326448121486	-0.558086633482542	0.12394426087317
-1.13009850049299	-1.12400408312547	0.199425221104398	-1.53248693459807	-0.7525025201744
0.258305825344034	0.258085068808898	0.172478726112643	-0.0762061092622099	0.602211347568818
0.197772221027183	0.19667543207345	0.171022793964179	-0.134438890046913	0.537751673067392
1.66912151811456	1.66481289173041	0.232362133775633	1.23321968698339	2.13887301135817
-3.23176427746503	-3.20923966388906	0.425791302592164	-4.13730063345491	-2.47096974483644
-1.52955087097431	-1.52370986746682	0.22447672588456	-1.98025836878918	-1.10132938580495
-0.722502696511505	-0.72209742047369	0.18293561466123	-1.08055165336598	-0.367036088620615
-0.447371271699414	-0.446754187422057	0.175933925264649	-0.800521635690174	-0.111504682987202
-1.45597977708156	-1.45253496589062	0.217765604763724	-1.89244162165231	-1.04192136365916
-0.210063292758217	-0.208174457848876	0.173103720089705	-0.549018175112787	0.126562802869032
0.28549637492164	0.283578745006277	0.172413711644574	-0.049884297930506	0.62473336225052
1.23807851206733	1.23455278539692	0.204029518243829	0.846836588427154	1.64549172948575
-2.79991392889335	-2.78088207163356	0.354282090242657	-3.54781819245608	-2.15663538477626
-1.34472232038587	-1.34183677507894	0.212256519090715	-1.77497398988866	-0.941426371805281
-0.868158608715778	-0.865362689586577	0.188759443242327	-1.24370021806386	-0.503611851200408
-0.524156733245517	-0.524265902694821	0.175607326248813	-0.874960257111427	-0.18210405933493
-1.25322222090733	-1.24845653452354	0.20561967421374	-1.66942216753602	-0.861368952796414
-0.140690253844664	-0.140355539081195	0.172642783710344	-0.481412821428237	0.195579615227334
0.304324742040392	0.303127132941472	0.173389491041388	-0.0344469343246383	0.644139038379912
1.19830102993658	1.19426355495056	0.201056927572628	0.815189356980142	1.60514214446955
-2.81572407906539	-2.79774558153733	0.362942031079683	-3.57863956549747	-2.15563759085844
-1.74023606366406	-1.73065750922688	0.240325390369238	-2.23764952401653	-1.29230808056169
-0.702334233074887	-0.701105120186026	0.181787938492851	-1.06431697276439	-0.355231371105201
-0.342087500196289	-0.343027470967355	0.173579689475207	-0.685956192041756	-0.00336034770387187
-1.36852448020543	-1.36365166212967	0.213571578507471	-1.79960801525706	-0.964890753718485
-0.10936407274869	-0.108512885114211	0.172189889691638	-0.452427830800619	0.224147474277198
0.436361920801552	0.435177121029637	0.173638854499128	0.0967196249049212	0.782250766766084
1.19913454924113	1.19699038082113	0.202627152227794	0.808305098096273	1.60953057557721
-2.49971159714799	-2.48643318364835	0.310233629906075	-3.13902956696579	-1.92405660304117
-1.52324784955909	-1.51842306824573	0.222397109579796	-1.97239545061168	-1.10397179423476
-0.703664903747283	-0.704743513135165	0.180927322978722	-1.06776022745504	-0.352986460524464
-0.629834736104546	-0.628337253415436	0.179720147055869	-0.986604468180981	-0.282235059697055
-1.32092835178066	-1.31373757746049	0.207008378223078	-1.73713760376483	-0.927728466797608
-0.239333367504308	-0.237401513393663	0.171768180627137	-0.57850059943558	0.0971846014483541
0.467314043794117	0.466433628322596	0.17386705930722	0.129385522789919	0.80661188913236
1.21662416141663	1.21166992666308	0.202367643967479	0.829247425032067	1.62713358338835
-2.67924986240949	-2.66537281632858	0.33704954269422	-3.38833775300281	-2.05193742432479
-1.40975193438451	-1.40647468404125	0.21287405162971	-1.83731064636275	-1.00195752206393
-0.878117938028829	-0.877072692555233	0.189117888958074	-1.25170177211389	-0.510127439813652
