"YEAR","CIRI","COW","genocide","rummel","massive_repression","executions","killing","genocide","rummel","massive_repression","executions","killing","V6"
1964,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.09152989553198
1965,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.16731224898562
1966,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.24246290934463
1967,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.31343031339416
1968,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.38123231865912
1969,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.44473746881378
1970,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.50933687297943
1971,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.5669424590338
1972,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.6199757859031
1973,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.67113026384692
1974,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.72397449158684
1975,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.77155898857602
1976,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.81622544730917
1977,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.85497390793716
1978,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.89333869130963
1979,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.93064839727474
1980,NA,51,0,0,0,0,NA,0,0,0,0,NA,1.96280283481073
1981,356,51,0,0,0,0,NA,0,0,0,0,NA,1.99210130796749
1982,356,51,0,0,0,0,NA,0,0,0,0,NA,2.01940608336226
1983,356,51,0,0,0,NA,NA,0,0,0,NA,NA,2.04418697542801
1984,356,51,0,0,0,NA,NA,0,0,0,NA,NA,2.06833953720836
1985,356,51,0,0,0,NA,NA,0,0,0,NA,NA,2.0904308908096
1986,356,51,0,0,0,NA,NA,0,0,0,NA,NA,2.1114584099758
1987,356,51,0,0,0,NA,NA,0,0,0,NA,NA,2.13136269089997
1988,356,51,0,NA,0,NA,NA,0,NA,0,NA,NA,2.15053373816136
1989,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.17021489355138
1990,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.18734733759879
1991,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20656930105417
1992,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.21749460370115
1993,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.23156185233794
1994,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.24359955004078
1995,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.25160312507018
1996,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26372427993867
1997,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.27576700180479
1998,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.285007340499
1999,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.29604998551737
2000,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.30420336577882
2001,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.31435938527754
2002,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.32222227716715
2003,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.32851472846692
2004,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.33427164008389
2005,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.3356762482585
2006,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.34044635347267
2007,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.34457569071031
2008,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.34616930335287
2009,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.34544869942136
2010,356,51,0,NA,NA,NA,0,0,NA,NA,NA,0,2.34673213751634
1962,NA,52,0,0,0,0,NA,0,0,0,0,NA,0.920267284027445
1963,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.01154420234122
1964,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.09855823760769
1965,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.18240173269125
1966,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.26095407784539
1967,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.3287382144678
1968,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.39490074580579
1969,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.4614112299982
1970,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.52060391299148
1971,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.57707873873376
1972,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.63283321152239
1973,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.68049121413773
1974,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.73293733292812
1975,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.77580334152109
1976,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.81924961137409
1977,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.85923012616557
1978,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.89470411067554
1979,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.92584043256679
1980,NA,52,0,0,0,0,NA,0,0,0,0,NA,1.95175064460893
1981,635,52,0,0,0,0,NA,0,0,0,0,NA,1.97823478350497
1982,635,52,0,0,0,0,NA,0,0,0,0,NA,2.00113822577402
1983,635,52,0,0,0,NA,NA,0,0,0,NA,NA,2.02246983163576
1984,635,52,0,0,0,NA,NA,0,0,0,NA,NA,2.04012626052052
1985,635,52,0,0,0,NA,NA,0,0,0,NA,NA,2.06142260520767
1986,635,52,0,0,0,NA,NA,0,0,0,NA,NA,2.08198809897614
1987,635,52,0,0,0,NA,NA,0,0,0,NA,NA,2.09811438331615
1988,635,52,0,NA,0,NA,NA,0,NA,0,NA,NA,2.11197870789047
1989,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.12764553246955
1990,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.14456637005894
1991,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.16070561529499
1992,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.17862754395064
1993,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.19367719436297
1994,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20723543415961
1995,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.22031525032079
1996,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.23432815893949
1997,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.24690957997498
1998,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.25481285556168
1999,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26157220439675
2000,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.27090738684951
2001,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.28226541796524
2002,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.28918757697431
2003,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.2971089741248
2004,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.3012248122335
2005,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.30866900942492
2006,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.31586851796614
2007,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.32408649951226
2008,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.32704360717587
2009,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.3337000921524
2010,635,52,0,NA,NA,NA,0,0,NA,NA,NA,0,2.3365298339347
1966,NA,53,0,0,0,0,NA,0,0,0,0,NA,0.883065832770002
1967,NA,53,0,0,0,0,NA,0,0,0,0,NA,0.966180321305826
1968,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.04736467021172
1969,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.12071819479051
1970,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.18921203359443
1971,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.25372912976416
1972,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.31606099630784
1973,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.37354378705589
1974,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.42761930054175
1975,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.47992676449637
1976,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.52812014186823
1977,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.57492128279891
1978,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.61099124381757
1979,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.65141199629313
1980,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.68503582940302
1981,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.71933561749415
1982,NA,53,0,0,0,0,NA,0,0,0,0,NA,1.74635258848349
1983,NA,53,0,0,0,NA,NA,0,0,0,NA,NA,1.77278783439155
1984,NA,53,0,0,0,NA,NA,0,0,0,NA,NA,1.79580538235103
1985,NA,53,0,0,0,NA,NA,0,0,0,NA,NA,1.81683518243043
1986,NA,53,0,0,0,NA,NA,0,0,0,NA,NA,1.83752142376888
1987,NA,53,0,0,0,NA,NA,0,0,0,NA,NA,1.85614054984837
1988,NA,53,0,NA,0,NA,NA,0,NA,0,NA,NA,1.87581942470548
1989,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.89287620519874
1990,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.91260062216945
1991,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.92924928954899
1992,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.94810924592843
1993,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.96370460654626
1994,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.97910184468537
1995,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,1.99492037087656
1996,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.01311693151359
1997,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.0259775333246
1998,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.03737699146215
1999,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.04956064460257
2000,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.06040400574567
2001,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.0682570013936
2002,NA,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.07591244214978
2003,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.08419718322149
2004,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.09265972688134
2005,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.10417547377007
2006,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.1107486312405
2007,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.11634713747134
2008,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.12359188870235
2009,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.1269953910646
2010,143,53,0,NA,NA,NA,0,0,NA,NA,NA,0,2.13221767379035
1978,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.658359954385971
1979,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.722957935374058
1980,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.781743517836542
1981,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.837553047508639
1982,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.888924345505154
1983,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.940083233252559
1984,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,0.984602216890233
1985,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,1.02849155663045
1986,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,1.07038395292852
1987,NA,54,0,0,0,NA,NA,0,0,0,NA,NA,1.10976318459252
1988,NA,54,0,NA,0,NA,NA,0,NA,0,NA,NA,1.14558035747114
1989,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.17974409114538
1990,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.21316769347158
1991,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.24185128699506
1992,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.27085371124135
1993,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.30283431015928
1994,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.329313331537
1995,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.35465756703075
1996,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.37999331940478
1997,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.40153760512872
1998,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.42251966062521
1999,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.44069805978107
2000,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.46063109560095
2001,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.47760649095592
2002,NA,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.49422896435072
2003,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.50964495820924
2004,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.52411424742419
2005,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.53142372750455
2006,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.54080929501342
2007,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.54940080101633
2008,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.55826546947544
2009,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.55857772310211
2010,251,54,0,NA,NA,NA,0,0,NA,NA,NA,0,1.56106290218628
1974,NA,55,0,0,0,0,NA,0,0,0,0,NA,0.162099165158259
1975,NA,55,0,0,0,0,NA,0,0,0,0,NA,0.159218568978846
1976,NA,55,0,0,0,0,NA,0,0,0,0,NA,0.139982390277935
1977,NA,55,0,0,0,0,NA,0,0,0,0,NA,0.102044635256629
1978,NA,55,0,0,0,0,NA,0,0,0,0,NA,0.0476857888061324
1979,NA,55,0,0,0,0,NA,0,0,0,0,NA,-0.0300140340138816
1980,NA,55,0,0,0,0,NA,0,0,0,0,NA,-0.130405501153942
1981,NA,55,0,0,0,0,NA,0,0,0,0,NA,-0.26163203488744
1982,NA,55,0,0,0,0,NA,0,0,0,0,NA,-0.432748024603909
1983,NA,55,0,1,0,NA,NA,0,1,0,NA,NA,-0.668484442909985
1984,NA,55,0,0,0,NA,NA,0,0,0,NA,NA,-0.445062756568323
1985,NA,55,0,0,0,NA,NA,0,0,0,NA,NA,-0.281381126254526
1986,NA,55,0,0,0,NA,NA,0,0,0,NA,NA,-0.153288382069408
1987,NA,55,0,0,0,NA,NA,0,0,0,NA,NA,-0.0540691435561249
1988,NA,55,0,NA,0,NA,NA,0,NA,0,NA,NA,0.0184143231761214
1989,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0997617457427935
1990,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.172251305309233
1991,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.237425129702951
1992,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.298293574552858
1993,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.35371787746657
1994,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.403208952694545
1995,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.451492100499976
1996,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.499651980954395
1997,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.546686339799411
1998,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.588842720089639
1999,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.628409240456019
2000,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.662566135403191
2001,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.695333226066157
2002,NA,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.727628046144005
2003,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.756485882596162
2004,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.779424326994614
2005,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.803835971987154
2006,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.82325766451479
2007,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.83831665281926
2008,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.849612732384942
2009,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.85776856896577
2010,308,55,0,NA,NA,NA,0,0,NA,NA,NA,0,0.861862085189353
1979,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.626397345096877
1980,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.687473340461115
1981,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.743724545020506
1982,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.796889534543152
1983,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.843896430410911
1984,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.889094227399677
1985,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.925167816474153
1986,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.963434442668038
1987,NA,56,0,0,0,NA,NA,0,0,0,NA,NA,0.997335572216316
1988,NA,56,0,NA,0,NA,NA,0,NA,0,NA,NA,1.02925616347407
1989,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.05932602540662
1990,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.08531600550815
1991,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.11259004738184
1992,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.14286419127261
1993,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.16997841479514
1994,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.19888041598298
1995,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.22329706765905
1996,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.24614409075519
1997,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.27096835886875
1998,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.29407671988526
1999,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.31372286237941
2000,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.3338694007989
2001,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.34938511505902
2002,NA,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.36426918092671
2003,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.37931341903511
2004,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.39206922620426
2005,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.40121024089722
2006,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.41492017750739
2007,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.42441678735814
2008,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.43235058411925
2009,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.43833351134579
2010,539,56,0,NA,NA,NA,0,0,NA,NA,NA,0,1.43814188088092
1979,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.639538130684994
1980,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.705453172979529
1981,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.765894278680267
1982,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.818664220728172
1983,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.869028120823948
1984,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.918745524927654
1985,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,0.965134137278196
1986,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,1.00613434050341
1987,NA,57,0,0,0,NA,NA,0,0,0,NA,NA,1.04422181383348
1988,NA,57,0,NA,0,NA,NA,0,NA,0,NA,NA,1.07864299358308
1989,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.11562167913977
1990,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.14980799186992
1991,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.18353808161962
1992,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.21549279474807
1993,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.24748231192024
1994,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.27794546968039
1995,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.30243781324803
1996,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.32857244780984
1997,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.35248005610998
1998,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.37833852799193
1999,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.39918610855306
2000,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.41879669143807
2001,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.43432084033335
2002,NA,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.45117741265929
2003,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.46469654752037
2004,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.47602739457336
2005,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.48951005659896
2006,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.5010049936655
2007,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.51157170340462
2008,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.51762847538036
2009,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.52630091946122
2010,542,57,0,NA,NA,NA,0,0,NA,NA,NA,0,1.52919658658607
1981,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.658795066835706
1982,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.72372208292497
1983,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.781107556258325
1984,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.834866610470111
1985,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.881467684552819
1986,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.924600448665422
1987,NA,58,0,0,0,NA,NA,0,0,0,NA,NA,0.968101207955269
1988,NA,58,0,NA,0,NA,NA,0,NA,0,NA,NA,1.00493987066808
1989,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.04259271976354
1990,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.07806422308695
1991,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.11865996237529
1992,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.15561068806916
1993,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.19208020524312
1994,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.22636512940876
1995,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.2585390127982
1996,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.28918236613042
1997,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.31405726236474
1998,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.34163999266326
1999,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.3663102398183
2000,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.38789102217822
2001,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.40450998271391
2002,NA,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.42551808084038
2003,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.44454710999896
2004,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.45977422372882
2005,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.47515034463112
2006,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.48862818795477
2007,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.50044642737119
2008,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.51152126547534
2009,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.51799302578077
2010,116,58,0,NA,NA,NA,0,0,NA,NA,NA,0,1.52440168283235
1983,NA,60,0,0,0,NA,NA,0,0,0,NA,NA,0.632842204099531
1984,NA,60,0,0,0,NA,NA,0,0,0,NA,NA,0.69377662353362
1985,NA,60,0,0,0,NA,NA,0,0,0,NA,NA,0.7476880689744
1986,NA,60,0,0,0,NA,NA,0,0,0,NA,NA,0.796904730036509
1987,NA,60,0,0,0,NA,NA,0,0,0,NA,NA,0.838192504659633
1988,NA,60,0,NA,0,NA,NA,0,NA,0,NA,NA,0.876386295942979
1989,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,0.914034823763268
1990,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,0.952663475246347
1991,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,0.988880557035097
1992,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.01957632777805
1993,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.05140176237202
1994,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.08245626793673
1995,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.10992922539262
1996,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.13550433954945
1997,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.16214826686627
1998,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.18841029608489
1999,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.20835001782238
2000,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.2309526805456
2001,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.2538210636314
2002,NA,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.2733565912771
2003,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.28897598158849
2004,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.30441989393111
2005,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.31524306763727
2006,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.33121448687626
2007,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.34092098393036
2008,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.35146714356713
2009,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.35708511112417
2010,536,60,0,NA,NA,NA,0,0,NA,NA,NA,0,1.36056075716556
1949,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.470328494379178
1950,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.509952013143325
1951,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.535798772675631
1952,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.556831809010157
1953,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.566131187284574
1954,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.569525877172159
1955,NA,70,NA,0,0,0,NA,NA,0,0,0,NA,0.561693226551886
1956,NA,70,0,0,0,0,NA,0,0,0,0,NA,0.54658118245192
1957,NA,70,0,0,0,0,NA,0,0,0,0,NA,0.524788391562816
1958,NA,70,0,0,0,0,NA,0,0,0,0,NA,0.495071636260352
1959,NA,70,0,0,0,0,NA,0,0,0,0,NA,0.454362650973395
