"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","V9"
1994,NA,516,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,5,5,3,NA,-2.12207225568852
1995,NA,516,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,5,5,3,NA,-2.29650391401455
1996,185,516,0,0,0,1,5,5,2,6,0,0,0,1,5,5,2,6,-2.41636810346408
1997,185,516,0,0,0,0,5,5,3,6,0,0,0,0,5,5,3,6,-2.53564501304865
1998,185,516,0,0,0,0,5,5,3,6,0,0,0,0,5,5,3,6,-2.53315294859456
1999,185,516,0,0,0,1,5,5,3,6,0,0,0,1,5,5,3,6,-2.47104314976791
2000,185,516,1,0,0,0,4,5,NA,4,1,0,0,0,4,5,NA,4,-2.45067781165366
2001,185,516,1,0,0,0,5,5,NA,4,1,0,0,0,5,5,NA,4,-2.59636067600682
2002,185,516,0,0,0,0,5,5,NA,5,0,0,0,0,5,5,NA,5,-2.68271884391049
2003,185,516,0,0,0,0,4,4,NA,6,0,0,0,0,4,4,NA,6,-2.5129780893988
2004,185,516,0,0,0,0,4,5,NA,6,0,0,0,0,4,5,NA,6,-2.48661235070904
2005,185,516,2,1,0,0,4,5,NA,3,2,1,0,0,4,5,NA,3,-2.25767722452755
2006,185,516,1,0,0,0,4,4,NA,NA,1,0,0,0,4,4,NA,NA,-2.09156453543639
2007,185,516,2,1,0,0,4,4,NA,NA,2,1,0,0,4,4,NA,NA,-1.8817239980895
2008,185,516,1,0,0,0,4,4,NA,NA,1,0,0,0,4,4,NA,NA,-1.80230400627497
2009,185,516,2,1,0,0,3,3,NA,NA,2,1,0,0,3,3,NA,NA,-1.48109875729741
2010,185,516,1,1,0,0,3,4,NA,NA,1,1,0,0,3,4,NA,NA,-1.56173944365486
1976,NA,517,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.2481370942979
1977,NA,517,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.242104628453925
1978,NA,517,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.390894681370888
1979,NA,517,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.401418527564424
1980,NA,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541399699561809
1981,533,517,2,2,2,2,2,1,NA,NA,2,2,2,2,2,1,NA,NA,0.686944428367807
1982,533,517,2,2,2,1,3,1,NA,NA,2,2,2,1,3,1,NA,NA,0.632230965414537
1983,533,517,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,0.661493226936988
1984,533,517,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,NA,NA,NA,0.588690268959699
1985,533,517,2,2,1,1,NA,2,3,NA,2,2,1,1,NA,2,3,NA,0.339606494547149
1986,533,517,2,2,0,1,3,2,1,NA,2,2,0,1,3,2,1,NA,0.287450209395034
1987,533,517,2,2,0,2,2,1,1,NA,2,2,0,2,2,1,1,NA,0.521748005064425
1988,533,517,2,2,1,2,2,1,1,NA,2,2,1,2,2,1,1,NA,0.416036373633911
1989,533,517,2,2,1,1,2,2,1,NA,2,2,1,1,2,2,1,NA,-0.126864969294731
1990,533,517,2,1,0,0,5,4,2,NA,2,1,0,0,5,4,2,NA,-0.992979769138646
1991,533,517,1,0,0,0,5,4,4,NA,1,0,0,0,5,4,4,NA,-1.5070043115995
1992,533,517,1,0,0,1,4,NA,3,NA,1,0,0,1,4,NA,3,NA,-1.58862798930733
1993,533,517,1,0,0,0,4,4,4,NA,1,0,0,0,4,4,4,NA,-1.81576622106309
1994,533,517,0,0,0,0,5,5,5,NA,0,0,0,0,5,5,5,NA,-2.22435714939757
1995,533,517,0,0,0,0,5,5,2,5,0,0,0,0,5,5,2,5,-2.33142087775562
1996,533,517,1,0,0,0,5,5,2,5,1,0,0,0,5,5,2,5,-2.35404625257341
1997,533,517,0,0,0,0,5,5,3,6,0,0,0,0,5,5,3,6,-2.40052740366647
1998,533,517,0,0,2,0,5,5,3,6,0,0,2,0,5,5,3,6,-2.23918734189248
1999,533,517,1,0,2,0,5,4,3,6,1,0,2,0,5,4,3,6,-1.98803213215975
2000,533,517,1,0,1,0,4,4,NA,6,1,0,1,0,4,4,NA,6,-1.87057536787266
2001,533,517,1,1,1,0,5,4,NA,6,1,1,1,0,5,4,NA,6,-1.81454223837041
2002,533,517,1,1,1,0,4,4,NA,4,1,1,1,0,4,4,NA,4,-1.66306477855318
2003,533,517,1,1,0,0,3,4,NA,5,1,1,0,0,3,4,NA,5,-1.48962286977144
2004,533,517,1,1,0,0,3,4,NA,1,1,1,0,0,3,4,NA,1,-1.27848324448958
2005,533,517,2,1,1,0,2,3,NA,5,2,1,1,0,2,3,NA,5,-0.832464081533316
2006,533,517,2,1,1,0,2,3,NA,NA,2,1,1,0,2,3,NA,NA,-0.59518416334703
2007,533,517,2,1,1,1,3,3,NA,NA,2,1,1,1,3,3,NA,NA,-0.501532937584333
2008,533,517,2,1,0,1,2,2,NA,NA,2,1,0,1,2,2,NA,NA,-0.364923257495518
2009,533,517,2,0,0,1,2,3,NA,NA,2,0,0,1,2,3,NA,NA,-0.508218588314917
2010,533,517,1,1,0,1,3,2,NA,NA,1,1,0,1,3,2,NA,NA,-0.544526698190293
1976,NA,520,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-0.148633718924624
1977,NA,520,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.300847241894152
1978,NA,520,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.455814675529438
1979,NA,520,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.645201224402114
1980,NA,520,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.670199180450763
1981,584,520,2,1,0,1,3,2,NA,NA,2,1,0,1,3,2,NA,NA,-0.590195877416886
1982,584,520,2,1,0,0,3,2,NA,NA,2,1,0,0,3,2,NA,NA,-0.6549815929625
1983,584,520,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.747702119987588
1984,584,520,2,1,1,1,3,3,NA,NA,2,1,1,1,3,3,NA,NA,-0.802029134411914
1985,584,520,2,1,0,0,3,3,3,NA,2,1,0,0,3,3,3,NA,-1.01051437450682
1986,584,520,2,1,0,0,4,3,3,NA,2,1,0,0,4,3,3,NA,-1.24293508895746
1987,584,520,2,1,0,0,4,3,4,NA,2,1,0,0,4,3,4,NA,-1.49782598498414
1988,584,520,0,0,0,0,5,4,4,NA,0,0,0,0,5,4,4,NA,-1.98208435066591
1989,584,520,0,0,0,0,5,5,3,NA,0,0,0,0,5,5,3,NA,-2.23238041163956
1990,584,520,2,0,0,1,5,5,3,NA,2,0,0,1,5,5,3,NA,-2.16456896187465
1991,NA,520,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,5,5,3,NA,-2.23853327500769
1992,NA,520,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,5,5,4,NA,-2.21311053996181
1993,NA,520,NA,NA,NA,NA,4,5,3,NA,NA,NA,NA,NA,4,5,3,NA,-2.06743089207579
1994,NA,520,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,5,5,3,NA,-2.06644291598615
1995,NA,520,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-1.98768258688384
1996,NA,520,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,4,5,NA,NA,-1.93536296682222
1997,NA,520,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.67116557400019
1998,NA,520,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.58867765037919
1999,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.7287660251134
2000,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.82137629762694
2001,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.8872163537676
2002,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.95546042893024
2003,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-2.00885745226978
2004,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-2.07391462762798
2005,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-2.18979777619233
2006,NA,520,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-2.37402331053517
2007,NA,520,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,-2.71055926764634
2008,NA,520,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,-2.76988384625677
2009,NA,520,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-2.64968480147007
2010,NA,520,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-2.62881243127485
1977,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115949838407192
1978,NA,522,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.12235730482171
1979,NA,522,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.0308640687035559
1980,NA,522,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.212094871151718
1981,NA,522,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0.448914080161136
1982,NA,522,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0.493520802782363
1983,NA,522,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0.455827605030342
1984,NA,522,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0.573710497545513
1985,NA,522,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,0.498063683535553
1986,NA,522,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,0.648952008032189
1987,NA,522,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,2,1,NA,0.647726768434305
1988,NA,522,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,2,1,2,NA,0.479767118868937
1989,NA,522,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,2,2,3,NA,0.110806918290466
1990,NA,522,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,2,2,3,NA,-0.18259550683922
1991,NA,522,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,3,3,4,NA,-0.589361950324516
1992,NA,522,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,3,3,3,NA,-0.732899149638141
1993,NA,522,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,-0.83473388634806
1994,NA,522,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,4,3,2,NA,-0.684756136571432
1995,NA,522,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,-0.43040885145022
1996,NA,522,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,2,2,3,NA,-0.387267193700442
1997,NA,522,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,2,2,3,NA,-0.476702322592858
1998,NA,522,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,3,4,4,NA,-0.831809780911836
1999,NA,522,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,3,3,4,NA,-0.751887247355974
2000,NA,522,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.515378215282819
2001,248,522,2,1,2,1,NA,3,NA,NA,2,1,2,1,NA,3,NA,NA,-0.439687536539788
2002,NA,522,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.311451206268049
2003,248,522,2,1,1,0,NA,3,NA,NA,2,1,1,0,NA,3,NA,NA,-0.373055776395264
2004,248,522,2,1,1,1,NA,2,NA,NA,2,1,1,1,NA,2,NA,NA,-0.178842362695317
2005,248,522,2,1,1,1,NA,2,NA,NA,2,1,1,1,NA,2,NA,NA,-0.0723953431365514
2006,248,522,2,2,1,1,NA,3,NA,NA,2,2,1,1,NA,3,NA,NA,-0.0176835909044145
2007,248,522,2,2,1,1,NA,3,NA,NA,2,2,1,1,NA,3,NA,NA,0.107614284340744
2008,248,522,2,2,2,1,NA,2,NA,NA,2,2,2,1,NA,2,NA,NA,0.379216044878095
2009,248,522,2,2,1,1,1,2,NA,NA,2,2,1,1,1,2,NA,NA,0.521011908588769
2010,248,522,2,2,2,1,NA,2,NA,NA,2,2,2,1,NA,2,NA,NA,0.557821134029062
1976,NA,530,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-1.88466888495164
1977,NA,530,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-2.06553983047269
1978,NA,530,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,-2.20863791697204
1979,NA,530,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-2.08518998736441
1980,NA,530,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,4,5,NA,NA,-2.13524380688107
1981,278,530,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.06554070551258
1982,278,530,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.02433374286909
1983,278,530,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-1.89200356842503
1984,278,530,1,0,0,1,3,4,NA,NA,1,0,0,1,3,4,NA,NA,-1.72293659996014
1985,278,530,1,1,1,0,4,4,4,NA,1,1,1,0,4,4,4,NA,-1.74451946716514
1986,278,530,1,0,0,0,4,5,4,NA,1,0,0,0,4,5,4,NA,-1.98561464784344
1987,278,530,1,0,0,0,4,5,4,NA,1,0,0,0,4,5,4,NA,-2.08218053440093
1988,278,530,1,0,0,0,5,5,3,NA,1,0,0,0,5,5,3,NA,-2.09517841997553
1989,278,530,1,0,0,0,4,4,4,NA,1,0,0,0,4,4,4,NA,-1.92376398999984
1990,278,530,0,0,0,0,4,4,4,NA,0,0,0,0,4,4,4,NA,-1.78993835815339
1991,NA,530,NA,NA,NA,NA,4,4,5,NA,NA,NA,NA,NA,4,4,5,NA,-1.59566148200563
1992,278,530,2,0,0,1,4,3,2,NA,2,0,0,1,4,3,2,NA,-1.24668871546193
1993,278,530,1,1,1,1,4,3,2,NA,1,1,1,1,4,3,2,NA,-1.16088036002533
1994,278,530,0,0,0,0,4,4,3,NA,0,0,0,0,4,4,3,NA,-1.40158700349498
1995,278,530,0,0,0,0,3,4,2,2,0,0,0,0,3,4,2,2,-1.37066971068673
1996,278,530,0,1,0,0,4,2,2,NA,0,1,0,0,4,2,2,NA,-1.23908203106395
1997,278,530,2,2,0,0,4,3,3,NA,2,2,0,0,4,3,3,NA,-1.21204964262356
1998,278,530,2,2,0,1,5,4,3,3,2,2,0,1,5,4,3,3,-1.31433623566276
1999,278,530,1,1,1,0,5,4,2,NA,1,1,1,0,5,4,2,NA,-1.44103843017454
2000,278,530,1,0,0,1,4,3,NA,4,1,0,0,1,4,3,NA,4,-1.40943188570147
2001,278,530,2,1,0,0,4,3,NA,3,2,1,0,0,4,3,NA,3,-1.44323760990696
2002,278,530,2,0,0,0,4,4,NA,3,2,0,0,0,4,4,NA,3,-1.70960727264043
2003,278,530,0,1,0,0,4,4,NA,NA,0,1,0,0,4,4,NA,NA,-1.87326888508945
2004,278,530,1,0,0,0,4,4,NA,1,1,0,0,0,4,4,NA,1,-1.95771439347526
2005,278,530,0,0,0,0,4,4,NA,1,0,0,0,0,4,4,NA,1,-2.00901724692426
2006,278,530,0,1,0,0,3,4,NA,NA,0,1,0,0,3,4,NA,NA,-1.89791315671066
2007,278,530,1,0,0,0,4,4,NA,NA,1,0,0,0,4,4,NA,NA,-1.88960787184733
2008,278,530,1,1,0,0,3,4,NA,NA,1,1,0,0,3,4,NA,NA,-1.69002463892248
2009,278,530,2,1,0,0,3,4,NA,NA,2,1,0,0,3,4,NA,NA,-1.58606237689911
2010,278,530,1,1,0,0,3,4,NA,NA,1,1,0,0,3,4,NA,NA,-1.61478152631813
1993,272,531,1,2,0,2,2,1,1,NA,1,2,0,2,2,1,1,NA,0.561479857650139
1994,272,531,2,2,0,2,2,1,2,NA,2,2,0,2,2,1,2,NA,0.594087284811986
1995,272,531,2,2,0,2,2,1,2,NA,2,2,0,2,2,1,2,NA,0.489224744852414
1996,272,531,1,1,0,2,2,1,1,1,1,1,0,2,2,1,1,1,0.192324842114155
1997,272,531,2,1,0,2,3,2,2,1,2,1,0,2,3,2,2,1,-0.230517760570978
1998,272,531,2,1,1,2,5,4,2,NA,2,1,1,2,5,4,2,NA,-0.638925456014875
1999,272,531,1,1,0,2,4,3,2,NA,1,1,0,2,4,3,2,NA,-0.716978319214909
2000,272,531,2,2,1,1,4,2,NA,4,2,2,1,1,4,2,NA,4,-0.559614622084544
2001,272,531,1,2,0,1,3,3,NA,1,1,2,0,1,3,3,NA,1,-0.633149758340531
2002,272,531,2,2,0,1,3,2,NA,3,2,2,0,1,3,2,NA,3,-0.598874762825829
2003,272,531,1,2,0,0,3,3,NA,5,1,2,0,0,3,3,NA,5,-0.912012718463594
2004,272,531,2,2,0,0,4,3,NA,6,2,2,0,0,4,3,NA,6,-1.16075653026094
2005,272,531,2,0,0,0,3,3,NA,3,2,0,0,0,3,3,NA,3,-1.35442180315091
2006,272,531,1,1,0,0,4,4,NA,NA,1,1,0,0,4,4,NA,NA,-1.68234412219796
2007,272,531,1,1,0,0,4,4,NA,NA,1,1,0,0,4,4,NA,NA,-1.8373820635448
2008,272,531,0,0,0,0,3,4,NA,NA,0,0,0,0,3,4,NA,NA,-1.9424596192935
2009,272,531,1,1,0,0,4,4,NA,NA,1,1,0,0,4,4,NA,NA,-2.01342819147407
2010,272,531,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.18686948625142
1976,NA,540,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.4215743582339
1977,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46775205269942
1978,NA,540,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.506610875625113
1979,NA,540,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.55654216132126
1980,NA,540,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.736410105821967
1981,113,540,2,1,0,2,3,3,NA,NA,2,1,0,2,3,3,NA,NA,-0.852427881517027
1982,113,540,2,0,0,0,3,3,NA,NA,2,0,0,0,3,3,NA,NA,-1.11214227946958
1983,113,540,2,0,0,0,3,5,NA,NA,2,0,0,0,3,5,NA,NA,-1.29705412613635
1984,113,540,2,0,0,1,3,3,NA,NA,2,0,0,1,3,3,NA,NA,-1.19659499042393
1985,113,540,2,1,0,2,3,5,3,NA,2,1,0,2,3,5,3,NA,-1.29503207131254
1986,113,540,2,1,0,1,4,5,3,NA,2,1,0,1,4,5,3,NA,-1.48031573008964
1987,113,540,2,0,0,1,4,5,3,NA,2,0,0,1,4,5,3,NA,-1.56616432143256
1988,113,540,2,1,0,1,4,4,3,NA,2,1,0,1,4,4,3,NA,-1.49840274350796
1989,113,540,1,0,0,0,4,4,3,NA,1,0,0,0,4,4,3,NA,-1.57897367051101
1990,113,540,1,0,1,1,4,4,3,NA,1,0,1,1,4,4,3,NA,-1.43202061115754
1991,113,540,0,0,0,1,3,3,3,NA,0,0,0,1,3,3,3,NA,-1.40751601227878
1992,NA,540,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,4,5,4,NA,-1.73850028980364
1993,113,540,1,0,0,1,5,5,2,NA,1,0,0,1,5,5,2,NA,-1.85775908141484
1994,113,540,1,0,1,0,5,5,2,NA,1,0,1,0,5,5,2,NA,-1.91682472265887
1995,113,540,0,1,0,0,4,5,2,NA,0,1,0,0,4,5,2,NA,-1.9697615357679
1996,113,540,0,0,0,0,4,5,2,NA,0,0,0,0,4,5,2,NA,-2.10207663128906
1997,113,540,0,0,0,0,4,4,4,NA,0,0,0,0,4,4,4,NA,-2.1403431766209
1998,113,540,0,0,1,0,5,5,4,NA,0,0,1,0,5,5,4,NA,-2.30186650597871
1999,113,540,0,0,2,0,5,5,5,3,0,0,2,0,5,5,5,3,-2.36495858739517
2000,113,540,0,0,1,0,4,5,NA,NA,0,0,1,0,4,5,NA,NA,-2.28206132061113
2001,113,540,0,0,1,0,5,4,NA,1,0,0,1,0,5,4,NA,1,-2.14265290483069
2002,113,540,0,0,2,0,3,4,NA,6,0,0,2,0,3,4,NA,6,-1.93339457490976
2003,113,540,1,0,2,0,4,4,NA,3,1,0,2,0,4,4,NA,3,-1.81422978142337
2004,113,540,1,0,2,0,4,4,NA,NA,1,0,2,0,4,4,NA,NA,-1.72418298427222
2005,113,540,1,1,1,0,3,4,NA,NA,1,1,1,0,3,4,NA,NA,-1.48197421533338
2006,113,540,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-1.26252359452049
2007,113,540,1,0,1,0,3,4,NA,NA,1,0,1,0,3,4,NA,NA,-1.37962853081752
2008,113,540,1,1,1,0,3,3,NA,NA,1,1,1,0,3,3,NA,NA,-1.26451488871499
2009,113,540,1,1,0,0,3,4,NA,NA,1,1,0,0,3,4,NA,NA,-1.3247286356184
2010,113,540,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-1.12245264640639
1976,NA,541,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-0.924248816023614
1977,NA,541,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.914270940670032
1978,NA,541,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.941941318415502
1979,NA,541,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.922935989242163
1980,NA,541,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.890340787008301
1981,464,541,2,0,1,1,3,2,NA,NA,2,0,1,1,3,2,NA,NA,-0.855561463301968
1982,464,541,1,0,0,0,3,3,NA,NA,1,0,0,0,3,3,NA,NA,-1.19344681069788
1983,464,541,2,1,0,0,3,5,NA,NA,2,1,0,0,3,5,NA,NA,-1.35238567931974
1984,464,541,1,0,0,1,3,3,NA,NA,1,0,0,1,3,3,NA,NA,-1.43373926608019
1985,464,541,1,0,0,0,4,5,4,NA,1,0,0,0,4,5,4,NA,-1.79163675772957
1986,464,541,2,0,0,0,4,5,3,NA,2,0,0,0,4,5,3,NA,-1.82066227421932
1987,464,541,2,0,0,0,4,5,3,NA,2,0,0,0,4,5,3,NA,-1.75245717731904
1988,464,541,2,1,0,0,3,4,4,NA,2,1,0,0,3,4,4,NA,-1.52193568922795
1989,464,541,1,1,0,0,3,4,4,NA,1,1,0,0,3,4,4,NA,-1.42176749909744
1990,464,541,2,1,1,0,3,4,3,NA,2,1,1,0,3,4,3,NA,-1.19688041484976
1991,464,541,2,1,0,0,3,4,3,NA,2,1,0,0,3,4,3,NA,-1.21508421530534
1992,464,541,1,1,0,0,4,5,3,NA,1,1,0,0,4,5,3,NA,-1.30644006309522
1993,464,541,2,2,1,1,3,4,3,NA,2,2,1,1,3,4,3,NA,-1.00866543607043
1994,464,541,1,1,1,0,3,3,4,NA,1,1,1,0,3,3,4,NA,-0.949578148260953
1995,464,541,2,1,2,0,2,3,4,6,2,1,2,0,2,3,4,6,-0.889769690118152
1996,464,541,2,1,1,0,3,3,4,5,2,1,1,0,3,3,4,5,-0.970885798950017
1997,464,541,1,1,1,0,2,3,4,4,1,1,1,0,2,3,4,4,-0.944757637791111
1998,464,541,2,1,1,0,3,3,4,6,2,1,1,0,3,3,4,6,-0.901824840240497
1999,464,541,1,1,1,0,2,2,3,4,1,1,1,0,2,2,3,4,-0.743341711517336
2000,464,541,1,0,1,0,3,3,NA,6,1,0,1,0,3,3,NA,6,-0.907857759847962
2001,464,541,2,1,1,1,3,3,NA,4,2,1,1,1,3,3,NA,4,-0.770287211074339
2002,464,541,2,1,1,0,2,3,NA,6,2,1,1,0,2,3,NA,6,-0.699390703757946
2003,464,541,2,1,2,0,2,3,NA,2,2,1,2,0,2,3,NA,2,-0.610631431486432
2004,464,541,2,1,1,0,3,3,NA,6,2,1,1,0,3,3,NA,6,-0.727026272650365
2005,464,541,2,1,1,1,3,3,NA,5,2,1,1,1,3,3,NA,5,-0.686946094656309
2006,464,541,2,1,1,1,3,3,NA,NA,2,1,1,1,3,3,NA,NA,-0.658345089244222
2007,464,541,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.705363084538569
2008,464,541,2,1,1,1,3,3,NA,NA,2,1,1,1,3,3,NA,NA,-0.699171573868039
2009,464,541,2,1,1,1,3,3,NA,NA,2,1,1,1,3,3,NA,NA,-0.747386043306827
2010,464,541,2,1,2,0,4,3,NA,NA,2,1,2,0,4,3,NA,NA,-0.871091576061047
1976,NA,551,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.469229945959082
1977,NA,551,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-0.521083970243853
1978,NA,551,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,-0.703349022358554
1979,NA,551,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,-0.676683451048356
1980,NA,551,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.732651096668182
1981,695,551,2,1,0,1,3,3,NA,NA,2,1,0,1,3,3,NA,NA,-0.716255951281668
1982,695,551,1,2,1,1,3,3,NA,NA,1,2,1,1,3,3,NA,NA,-0.625787362141491
1983,695,551,2,0,1,1,3,2,NA,NA,2,0,1,1,3,2,NA,NA,-0.424110859878032
1984,695,551,2,1,1,1,2,2,NA,NA,2,1,1,1,2,2,NA,NA,-0.216905046436287
1985,695,551,2,2,1,1,2,2,3,NA,2,2,1,1,2,2,3,NA,-0.191921176268848
1986,695,551,2,2,1,1,3,3,3,NA,2,2,1,1,3,3,3,NA,-0.410463702900721
1987,695,551,2,1,0,1,3,2,3,NA,2,1,0,1,3,2,3,NA,-0.424848052970168
1988,695,551,2,1,1,1,2,3,3,NA,2,1,1,1,2,3,3,NA,-0.446606313076033
1989,695,551,2,1,1,0,2,2,3,NA,2,1,1,0,2,2,3,NA,-0.424204862207757
